"OBJECTID" "PROV_34_ID" "PROV_34_NA" "DIST_34_ID" "DIST_34_NA" "AREA_SQKM" "HECTARES" "SHAPE_LENG" "Dis_Old_ID" "REGION" "T_P_BS" "T_P_MAL" "T_P_FMAL" "U_BS" "UR_MAL" "UR_FMAL" "RU_BS" "RU_MAL" "RU_FMAL" "POP_DEN"
"321" 323 18 "Samangan" 1801 "Aybak" 1552.69121832 155269.121832 2.07791917723 1501 "Northern" 98500 50100 48400 27000 13500 13500 71500 36600 34900 63.438
"322" 324 18 "Samangan" 1805 "Ruyi Du Ab" 2414.40691765 241440.691765 2.63205988694 1505 "Northern" 43600 22700 20900 0 0 0 43600 22700 20900 18.058
"323" 325 18 "Samangan" 1806 "Khuram Wa Sarbagh" 2122.43057002 212243.057002 2.64939472199 1506 "Northern" 38100 19400 18700 0 0 0 38100 19400 18700 17.951
"324" 326 18 "Samangan" 1807 "Feroz Nakhchir" 1210.95012125 121095.012125 1.50802289624 1507 "Northern" 12500 6400 6100 0 0 0 12500 6400 6100 10.322
"325" 327 18 "Samangan" 1804 "Dara-I-Sufi Payin" 1707.98749833 170798.749833 2.59041169749 1504 "Northern" 68300 35200 33100 0 0 0 68300 35200 33100 39.989
"326" 328 18 "Samangan" 1803 "Dara-I-Sufi Bala" 2911.38252454 291138.252454 3.50112733528 1503 "Northern" 61900 31300 30600 0 0 0 61900 31300 30600 21.261
"327" 329 27 "Jawzjan" 2707 "Mardyan" 708.566044436 70856.6044436 1.31548434454 1707 "Northern" 36900 18700 18200 0 0 0 36900 18700 18200 52.077
"328" 330 27 "Jawzjan" 2706 "Aqcha" 146.371527499 14637.1527499 0.58197657419 1706 "Northern" 57100 29000 28100 22400 11400 11000 34700 17600 17100 390.103
"329" 331 19 "Sari Pul" 1904 "Balkhab" 2973.64378227 297364.378227 2.91487710224 3104 "Northern" 48100 24700 23400 0 0 0 48100 24700 23400 16.175
"330" 332 19 "Sari Pul" 1907 "Gosfandi" 1092.14089953 109214.089953 2.36023848587 3107 "Northern" 54100 26600 27500 0 0 0 54100 26600 27500 49.536
"331" 333 19 "Sari Pul" 1902 "Sangcharak" 1088.9620168 108896.20168 1.87798637958 3102 "Northern" 96500 50000 46500 11700 6100 5600 84800 43900 40900 88.616
"332" 334 19 "Sari Pul" 1905 "Sozma Qala" 521.617843956 52161.7843956 1.3133392607 3105 "Northern" 47400 24100 23300 0 0 0 47400 24100 23300 90.871
"333" 335 10 "Bamyan" 1003 "Kahmard" 1377.58817987 137758.817987 2.13159628967 2803 "Capital" 34800 17800 17000 0 0 0 34800 17800 17000 25.262
"334" 336 10 "Bamyan" 1001 "Bamyan" 1900.36246171 190036.246171 2.26187725224 2801 "Capital" 79500 39700 39800 11800 5900 5900 67700 33800 33900 41.834
"335" 337 10 "Bamyan" 1007 "Sayghan" 1741.14003419 174114.003419 2.21708364145 2807 "Capital" 22900 11700 11200 0 0 0 22900 11700 11200 13.152
"336" 338 10 "Bamyan" 1002 "Shibar" 1274.92532818 127492.532818 2.40725569197 2802 "Capital" 28200 14600 13600 0 0 0 28200 14600 13600 22.119
"337" 339 10 "Bamyan" 1004 "Yakawlang" 6704.0648192 670406.48192 4.56271539529 2804 "Capital" 83600 42500 41100 0 0 0 83600 42500 41100 12.47
"338" 340 10 "Bamyan" 1005 "Panjab" 1895.7863265 189578.63265 2.99211859837 2805 "Capital" 65200 32900 32300 0 0 0 65200 32900 32300 34.392
"339" 341 10 "Bamyan" 1006 "Waras" 2969.2580651 296925.80651 3.02383066284 2806 "Capital" 104300 52900 51400 0 0 0 104300 52900 51400 35.127
"340" 342 21 "Daykundi" 2107 "Miramor" 2363.07096424 236307.096424 2.85112246461 3407 "Capital" 59900 30700 29200 0 0 0 59900 30700 29200 25.348
"341" 343 21 "Daykundi" 2109 "Shahristan" 1963.34655486 196334.655486 2.89261492407 3409 "Capital" 63600 32700 30900 0 0 0 63600 32700 30900 32.394
"342" 344 1 "Kabul" 105 "Qarabagh" 209.090058151 20909.0058151 0.8364270607 105 "Capital" 73000 37200 35800 0 0 0 73000 37200 35800 349.132
"343" 345 1 "Kabul" 106 "Istalif" 113.204862701 11320.4862701 0.5262675672 106 "Capital" 32100 16400 15700 0 0 0 32100 16400 15700 283.557
"344" 346 1 "Kabul" 115 "Farza" 81.6534963268 8165.34963268 0.49781480557 115 "Capital" 20600 10600 10000 0 0 0 20600 10600 10000 252.286
"345" 347 1 "Kabul" 113 "Guldara" 82.1234514116 8212.34514116 0.4292526361 113 "Capital" 21900 11200 10700 0 0 0 21900 11200 10700 266.672
"346" 348 1 "Kabul" 104 "Kalakan" 64.1371822505 6413.71822505 0.47131218908 104 "Capital" 29000 14800 14200 0 0 0 29000 14800 14200 452.156
"347" 349 1 "Kabul" 103 "Mir Bacha Kot" 68.316953725 6831.6953725 0.37406595434 103 "Capital" 50000 25300 24700 0 0 0 50000 25300 24700 731.883
"348" 350 1 "Kabul" 107 "Shakardara" 320.682041508 32068.2041508 1.01104173288 107 "Capital" 78700 40000 38700 0 0 0 78700 40000 38700 245.414
"349" 351 1 "Kabul" 108 "Paghman" 362.564301258 36256.4301258 0.83369092466 108 "Capital" 116000 59700 56300 19900 10400 9500 96100 49300 46800 319.943
"350" 352 1 "Kabul" 102 "Dih Sabz" 466.255033199 46625.5033199 1.01978932365 102 "Capital" 51700 26500 25200 0 0 0 51700 26500 25200 110.884
"351" 353 1 "Kabul" 101 "Kabul" 353.362917808 35336.2917808 1.12081432363 101 "Capital" 3168400 1639900 1528500 3168400 1639900 1528500 0 0 0 8966.419
"352" 354 1 "Kabul" 110 "Bagrami" 280.787485499 28078.7485499 0.88779485001 110 "Capital" 53000 27200 25800 0 0 0 53000 27200 25800 188.755
"353" 355 4 "Maydan Wardak" 401 "Maydan Shahr" 246.003945486 24600.3945486 0.80747298815 401 "Capital" 38500 19600 18900 2800 1400 1400 35700 18200 17500 156.502
"354" 356 4 "Maydan Wardak" 402 "Jalrez" 1094.27622329 109427.622329 1.70188980054 402 "Capital" 50700 25800 24900 0 0 0 50700 25800 24900 46.332
"355" 357 4 "Maydan Wardak" 403 "Hisa-I- Awali Bihsud" 1575.97127288 157597.127288 2.02800873326 403 "Capital" 35400 18000 17400 0 0 0 35400 18000 17400 22.462
"356" 358 4 "Maydan Wardak" 404 "Markazi Bihsud" 3349.80881376 334980.881376 3.55996157226 404 "Capital" 114100 57900 56200 0 0 0 114100 57900 56200 34.062
"357" 359 4 "Maydan Wardak" 405 "Day Mirdad" 977.016791507 97701.6791507 1.89585237259 405 "Capital" 29700 15100 14600 0 0 0 29700 15100 14600 30.399
"358" 360 14 "Nuristan" 1405 "Bargi Matal" 1726.81909462 172681.909462 2.1404001316 3005 "Eastern" 14800 7400 7400 0 0 0 14800 7400 7400 8.571
"359" 361 14 "Nuristan" 1407 "Du Ab" 600.321442362 60032.1442362 1.34783359767 3007 "Eastern" 7500 3700 3800 0 0 0 7500 3700 3800 12.493
"360" 362 14 "Nuristan" 1401 "Parun" 1424.42409846 142442.409846 2.26941699284 3001 "Eastern" 12900 6600 6300 0 0 0 12900 6600 6300 9.056
"361" 363 14 "Nuristan" 1404 "Mandol" 2029.54056608 202954.056608 2.49060884327 3004 "Eastern" 18900 9800 9100 0 0 0 18900 9800 9100 9.312
"362" 364 7 "Laghman" 704 "Daulatshahi" 742.25854501 74225.854501 1.32474429337 906 "Eastern" 31800 16300 15500 0 0 0 31800 16300 15500 42.842
"363" 365 7 "Laghman" 705 "Alishing" 671.903660825 67190.3660825 1.24205011974 907 "Eastern" 68300 34900 33400 0 0 0 68300 34900 33400 101.651
"364" 366 1 "Kabul" 112 "Surobi" 1251.45297202 125145.297202 2.31110126142 112 "Capital" 53100 27000 26100 0 0 0 53100 27000 26100 42.431
"365" 367 1 "Kabul" 111 "Khaki Jabbar" 587.355208937 58735.5208937 1.40160118457 111 "Capital" 13700 7100 6600 0 0 0 13700 7100 6600 23.325
"366" 368 1 "Kabul" 114 "Musayi" 111.489976569 11148.9976569 0.54360587527 114 "Capital" 22400 11500 10900 0 0 0 22400 11500 10900 200.915
"367" 369 1 "Kabul" 109 "Chahar Asyab" 248.30978315 24830.978315 0.79852778315 109 "Capital" 35100 18200 16900 0 0 0 35100 18200 16900 141.356
"368" 370 4 "Maydan Wardak" 408 "Nirkh" 533.910203276 53391.0203276 1.36817146698 408 "Capital" 54500 28100 26400 0 0 0 54500 28100 26400 102.077
"369" 371 4 "Maydan Wardak" 406 "Chaki Wardak" 1098.16345762 109816.345762 1.76193871402 406 "Capital" 80700 41400 39300 0 0 0 80700 41400 39300 73.486
"370" 372 4 "Maydan Wardak" 407 "Saydabad" 1123.81610398 112381.610398 1.90142804224 407 "Capital" 111100 56900 54200 0 0 0 111100 56900 54200 98.86
"371" 373 4 "Maydan Wardak" 409 "Jaghatu" 593.81464751 59381.464751 1.22578584294 409 "Capital" 43700 22200 21500 0 0 0 43700 22200 21500 73.592
"372" 374 11 "Ghazni" 1104 "Nawur" 5234.49395381 523449.395381 4.13437227141 604 "Capital" 90500 46000 44500 0 0 0 90500 46000 44500 17.289
"373" 375 11 "Ghazni" 1107 "Jaghuri" 2136.83386556 213683.386556 2.49381860486 607 "Capital" 168800 86000 82800 0 0 0 168800 86000 82800 78.995
"374" 376 11 "Ghazni" 1106 "Malistan" 1763.78455192 176378.455192 3.00602641342 606 "Capital" 78400 39400 39000 0 0 0 78400 39400 39000 44.45
"375" 377 11 "Ghazni" 1105 "Ajristan" 1620.35271661 162035.271661 2.42986196995 605 "Capital" 27600 14200 13400 0 0 0 27600 14200 13400 17.033
"376" 378 22 "Uruzgan" 2203 "Khas Uruzgan" 2648.26497098 264826.497098 3.07560369595 2603 "Southern" 54100 27900 26200 0 0 0 54100 27900 26200 20.428
"377" 379 23 "Zabul" 2310 "Kakar" 1080.88974314 108088.974314 1.73126370508 2510 "Southern" 23000 11800 11200 0 0 0 23000 11800 11200 21.279
"378" 380 23 "Zabul" 2303 "Arghandab" 1507.17975873 150717.975873 2.29490105322 2503 "Southern" 31300 16100 15200 0 0 0 31300 16100 15200 20.767
"379" 381 23 "Zabul" 2302 "Shahjoy" 1721.10491243 172110.491243 2.12445070026 2502 "Southern" 55900 28700 27200 0 0 0 55900 28700 27200 32.479
"380" 382 23 "Zabul" 2307 "Shinkay" 2269.03463394 226903.463394 2.76829659828 2507 "Southern" 22500 11600 10900 0 0 0 22500 11600 10900 9.916
"381" 383 23 "Zabul" 2311 "Naw Bahar" 1277.30804949 127730.804949 2.04255694135 2511 "Southern" 18000 9100 8900 0 0 0 18000 9100 8900 14.092
"382" 384 23 "Zabul" 2309 "Shamulzayi" 2911.66747167 291166.747167 2.75162063055 2509 "Southern" 24700 12800 11900 0 0 0 24700 12800 11900 8.483
"383" 385 15 "Badakhshan" 1528 "Yawan" 444.072967477 44407.2967477 1.22319251574 1128 "North Eastern" 31100 16000 15100 0 0 0 31100 16000 15100 70.034
"384" 386 15 "Badakhshan" 1513 "Shahri Buzurg" 956.094963918 95609.4963918 1.57525525866 1113 "North Eastern" 50000 25300 24700 0 0 0 50000 25300 24700 52.296
"385" 387 16 "Takhar" 1609 "Chah Ab" 763.972718782 76397.2718782 1.32488210962 1209 "North Eastern" 74900 38300 36600 22000 11300 10700 52900 27000 25900 98.04
"386" 388 16 "Takhar" 1610 "Yangi Qala" 247.036635285 24703.6635285 0.73774316113 1210 "North Eastern" 42400 21700 20700 8800 4600 4200 33600 17100 16500 171.634
"387" 389 16 "Takhar" 1611 "Darqad" 393.08191294 39308.191294 1.18210030914 1211 "North Eastern" 25800 13400 12400 0 0 0 25800 13400 12400 65.635
"388" 390 16 "Takhar" 1614 "Dashti Qala" 280.384837354 28038.4837354 0.90515650277 1214 "North Eastern" 30600 15500 15100 0 0 0 30600 15500 15100 109.136
"389" 391 16 "Takhar" 1612 "Khwaja Ghar" 402.366675955 40236.6675955 0.8880273454 1212 "North Eastern" 64000 32600 31400 6500 3300 3200 57500 29300 28200 159.059
"390" 392 17 "Kunduz" 1707 "Dashte Archi" 820.468426276 82046.8426276 1.25221220895 1407 "North Eastern" 80900 41100 39800 3000 1600 1400 77900 39500 38400 98.602
"391" 393 17 "Kunduz" 1702 "Imam Sahib" 1656.03935287 165603.935287 2.48541444513 1402 "North Eastern" 221800 113000 108800 32500 16600 15900 189300 96400 92900 133.934
"392" 394 17 "Kunduz" 1703 "Qalay-I- Zal" 2062.85002984 206285.002984 2.10089967045 1403 "North Eastern" 66300 33800 32500 17400 9000 8400 48900 24800 24100 32.14
"393" 395 26 "Balkh" 2614 "Khulm" 3043.63856458 304363.856458 2.63961574728 1614 "Northern" 67600 34700 32900 46200 23800 22400 21400 10900 10500 22.21
"394" 396 26 "Balkh" 2613 "Kaldar" 856.56718039 85656.718039 1.39925344977 1613 "Northern" 19100 9800 9300 0 0 0 19100 9800 9300 22.298
"395" 397 26 "Balkh" 2604 "Shortepa" 1449.58529245 144958.529245 2.66422462174 1604 "Northern" 37800 19400 18400 0 0 0 37800 19400 18400 26.076
"396" 398 27 "Jawzjan" 2705 "Qarqin" 1192.48760038 119248.760038 1.6880357149 1705 "Northern" 23500 12000 11500 7100 3700 3400 16400 8300 8100 19.707
"397" 399 27 "Jawzjan" 2709 "Kham Ab" 843.112472485 84311.2472485 1.37118178717 1709 "Northern" 13400 6900 6500 0 0 0 13400 6900 6500 15.893
"398" 400 30 "Kandahar" 3013 "Maruf" 3190.97530139 319097.530139 3.44291338352 2413 "Southern" 31600 16200 15400 0 0 0 31600 16200 15400 9.903
"399" 25 34 "Nimroz" 3401 "Zaranj" 754.752053629 75475.2053629 1.56277464979 2201 "Southern" 53900 27600 26300 24300 12400 11900 29600 15200 14400 71.414
