"OBJECTID" "PROV_34_ID" "PROV_34_NA" "DIST_34_ID" "DIST_34_NA" "AREA_SQKM" "HECTARES" "SHAPE_LENG" "Dis_Old_ID" "REGION" "T_P_BS" "T_P_MAL" "T_P_FMAL" "U_BS" "UR_MAL" "UR_FMAL" "RU_BS" "RU_MAL" "RU_FMAL" "POP_DEN"
"159" 161 25 "Khost" 2511 "Gurbuz" 300.258501261 30025.8501261 0.79393060867 3211 "Capital" 25000 12900 12100 0 0 0 25000 12900 12100 83.262
"160" 162 25 "Khost" 2506 "Mando Zayi" 122.235213415 12223.5213415 0.52107359386 3206 "Capital" 54000 27800 26200 0 0 0 54000 27800 26200 441.771
"161" 163 25 "Khost" 2503 "Tani" 489.762830329 48976.2830329 1.16355235535 3203 "Capital" 57000 29000 28000 0 0 0 57000 29000 28000 116.383
"162" 164 25 "Khost" 2513 "Shamal" 172.940531627 17294.0531627 0.60563065144 3213 "Capital" 13000 6700 6300 0 0 0 13000 6700 6300 75.17
"163" 165 25 "Khost" 2504 "Spira" 493.634590705 49363.4590705 1.08265351345 3204 "Capital" 23200 12000 11200 0 0 0 23200 12000 11200 46.998
"164" 166 5 "Logar" 505 "Mohammad Agha" 1035.08103337 103508.103337 1.63297184653 505 "Capital" 72200 36900 35300 0 0 0 72200 36900 35300 69.753
"165" 167 5 "Logar" 504 "Khoshi" 437.987462674 43798.7462674 0.93685479959 504 "Capital" 23100 11700 11400 0 0 0 23100 11700 11400 52.741
"166" 168 5 "Logar" 501 "Puli Alam" 1132.38620182 113238.620182 1.99905940732 501 "Capital" 101100 51300 49800 5100 2600 2500 96000 48700 47300 89.28
"167" 169 5 "Logar" 503 "Baraki Barak" 275.707435285 27570.7435285 0.84243568412 503 "Capital" 83600 42500 41100 4000 2000 2000 79600 40500 39100 303.22
"168" 170 5 "Logar" 502 "Charkh" 282.64022009 28264.022009 0.78586605244 502 "Capital" 42500 21600 20900 0 0 0 42500 21600 20900 150.368
"169" 171 5 "Logar" 507 "Kharwar" 465.742143297 46574.2143297 1.21139716845 507 "Capital" 25100 12700 12400 0 0 0 25100 12700 12400 53.892
"170" 172 13 "Kunar" 1314 "Khas Kunar" 365.88482177 36588.482177 1.018111283 1015 "Eastern" 33500 17000 16500 0 0 0 33500 17000 16500 91.559
"171" 173 13 "Kunar" 1313 "Nurgal" 309.33695208 30933.695208 0.76189318659 1014 "Eastern" 30200 15600 14600 0 0 0 30200 15600 14600 97.628
"172" 174 13 "Kunar" 1312 "Chawkay" 237.325487681 23732.5487681 0.76611527128 1013 "Eastern" 34100 17500 16600 0 0 0 34100 17500 16600 143.685
"173" 175 13 "Kunar" 1311 "Narang" 195.149107486 19514.9107486 0.65953504842 1012 "Eastern" 28900 14700 14200 0 0 0 28900 14700 14200 148.092
"174" 176 13 "Kunar" 1309 "Chapa Dara" 602.186544879 60218.6544879 1.12856881292 1010 "Eastern" 29700 15300 14400 0 0 0 29700 15300 14400 49.32
"175" 177 13 "Kunar" 1301 "Asadabad" 84.1663654143 8416.63654143 0.54470412862 1001 "Eastern" 31700 16400 15300 12700 6600 6100 19000 9800 9200 376.635
"176" 178 13 "Kunar" 1315 "Sarkani" 199.0614778 19906.14778 0.73044049937 1016 "Eastern" 26000 13200 12800 0 0 0 26000 13200 12800 130.613
"177" 179 13 "Kunar" 1302 "Marawara" 147.223248503 14722.3248503 0.56133922676 1002 "Eastern" 19600 9900 9700 0 0 0 19600 9900 9700 133.131
"178" 180 13 "Kunar" 1307 "Shaygal wa shital" 435.488048148 43548.8048148 1.08503062822 1007 "Eastern" 28000 14300 13700 0 0 0 28000 14300 13700 64.296
"179" 181 13 "Kunar" 1310 "Dara-I-Pech" 560.495482942 56049.5482942 1.14139179769 1011 "Eastern" 52300 26900 25400 0 0 0 52300 26900 25400 93.31
"180" 182 13 "Kunar" 1308 "Wata Pur" 257.407812383 25740.7812383 0.71952722409 1008 "Eastern" 26200 13400 12800 0 0 0 26200 13400 12800 101.784
"181" 183 13 "Kunar" 1304 "Dangam" 196.998526399 19699.8526399 0.74309049701 1004 "Eastern" 16200 8300 7900 0 0 0 16200 8300 7900 82.234
"182" 184 13 "Kunar" 1303 "Bar Kunar" 180.403056369 18040.3056369 0.7487005536 1003 "Eastern" 21000 10700 10300 0 0 0 21000 10700 10300 116.406
"183" 185 13 "Kunar" 1306 "Ghaziabad" 556.178908914 55617.8908914 1.13044162416 1006 "Eastern" 17900 9100 8800 0 0 0 17900 9100 8800 32.184
"184" 186 13 "Kunar" 1305 "Nari" 536.119939259 53611.9939259 1.34249169151 1005 "Eastern" 26400 13600 12800 0 0 0 26400 13600 12800 49.243
"185" 187 24 "Paktika" 2412 "Ziruk" 220.767595887 22076.7595887 0.70433024548 2912 "Capital" 18400 9400 9000 0 0 0 18400 9400 9000 83.346
"186" 188 24 "Paktika" 2413 "Nika" 130.083323322 13008.3323322 0.51530076088 2913 "Capital" 11900 6200 5700 0 0 0 11900 6200 5700 91.48
"187" 189 24 "Paktika" 2410 "Gayan" 235.945858698 23594.5858698 0.6185948432 2910 "Capital" 33300 17100 16200 0 0 0 33300 17100 16200 141.134
"188" 190 24 "Paktika" 2411 "Urgun" 488.794325643 48879.4325643 1.20160257661 2911 "Capital" 52800 27100 25700 0 0 0 52800 27100 25700 108.021
"189" 191 24 "Paktika" 2414 "Sar Hawza" 697.602986619 69760.2986619 1.26437795774 2914 "Capital" 22200 11400 10800 0 0 0 22200 11400 10800 31.823
"190" 192 24 "Paktika" 2415 "Mata Khan" 407.36035686 40736.035686 0.79959325778 2915 "Capital" 23800 12200 11600 0 0 0 23800 12200 11600 58.425
"191" 193 24 "Paktika" 2401 "Sharan" 536.672520737 53667.2520737 1.1475288504 2901 "Capital" 47900 24600 23300 2600 1400 1200 45300 23200 22100 89.254
"192" 194 24 "Paktika" 2409 "Barmal" 1285.40773822 128540.773822 1.82346255894 2909 "Capital" 33300 17100 16200 0 0 0 33300 17100 16200 25.906
"193" 195 24 "Paktika" 2408 "Sarobi" 308.411994449 30841.1994449 0.84747263367 2908 "Capital" 12000 6100 5900 0 0 0 12000 6100 5900 38.909
"194" 196 24 "Paktika" 2407 "Omna" 462.65270729 46265.270729 0.97453679757 2907 "Capital" 11600 6000 5600 0 0 0 11600 6000 5600 25.073
"195" 197 24 "Paktika" 2419 "Yosuf Khel" 525.106431992 52510.6431992 1.24122337286 2919 "Capital" 12900 6600 6300 0 0 0 12900 6600 6300 24.566
"196" 198 24 "Paktika" 2418 "Yahya Khel" 335.794146572 33579.4146572 0.73294968596 2918 "Capital" 16600 8500 8100 0 0 0 16600 8500 8100 49.435
"197" 199 24 "Paktika" 2402 "Zarghun Shahr" 478.20047755 47820.047755 0.99931631301 2902 "Capital" 28500 14600 13900 0 0 0 28500 14600 13900 59.598
"198" 200 24 "Paktika" 2416 "Jani Khel" 962.81137562 96281.137562 1.47485704712 2916 "Capital" 22900 11800 11100 0 0 0 22900 11800 11100 23.785
"199" 201 24 "Paktika" 2403 "Dila" 1523.87747773 152387.747773 2.071422726 2903 "Capital" 24100 12400 11700 0 0 0 24100 12400 11700 15.815
"200" 202 24 "Paktika" 2404 "Waza Khwa" 1768.63053298 176863.053298 2.03341565022 2904 "Capital" 22100 11300 10800 0 0 0 22100 11300 10800 12.496
"201" 203 24 "Paktika" 2406 "Gomal" 4078.43259297 407843.259297 3.28619789171 2906 "Capital" 7400 3800 3600 0 0 0 7400 3800 3600 1.814
"202" 204 24 "Paktika" 2417 "Turwo" 1422.65946609 142265.946609 1.97447592439 2917 "Capital" 2000 1000 1000 0 0 0 2000 1000 1000 1.406
"203" 205 24 "Paktika" 2405 "Wor Mayi" 3200.41523687 320041.523687 3.00050924877 2905 "Capital" 3400 1700 1700 0 0 0 3400 1700 1700 1.062
"204" 206 11 "Ghazni" 1110 "Nawa" 1659.59783742 165959.783742 2.05965313727 610 "Capital" 28400 14600 13800 0 0 0 28400 14600 13800 17.113
"205" 207 11 "Ghazni" 1109 "Gelan" 1113.07842898 111307.842898 1.84762881599 609 "Capital" 55300 28300 27000 0 0 0 55300 28300 27000 49.682
"206" 208 11 "Ghazni" 1108 "Muqur" 885.00271778 88500.271778 1.42687677015 608 "Capital" 48100 24900 23200 0 0 0 48100 24900 23200 54.35
"207" 209 11 "Ghazni" 1111 "Ab Band" 1007.61056568 100761.056568 1.39245137324 611 "Capital" 26300 13600 12700 0 0 0 26300 13600 12700 26.101
"208" 210 11 "Ghazni" 1112 "Giro" 866.793785132 86679.3785132 1.51072876829 612 "Capital" 35000 18200 16800 0 0 0 35000 18200 16800 40.379
"209" 211 11 "Ghazni" 1114 "Andar" 715.623024031 71562.3024031 1.30813215798 614 "Capital" 119200 61200 58000 0 0 0 119200 61200 58000 166.568
"210" 212 11 "Ghazni" 1115 "Dih Yak" 714.718912704 71471.8912704 1.15588700803 615 "Capital" 46700 23800 22900 0 0 0 46700 23800 22900 65.34
"211" 213 11 "Ghazni" 1116 "Zana Khan" 297.437076342 29743.7076342 0.86209968346 616 "Capital" 12000 6200 5800 0 0 0 12000 6200 5800 40.345
"212" 214 11 "Ghazni" 1101 "Ghazni" 375.771431712 37577.1431712 1.01045154313 601 "Capital" 154800 78800 76000 55200 28200 27000 99600 50600 49000 411.953
"213" 215 11 "Ghazni" 1103 "Khwaja Umari" 207.703177032 20770.3177032 0.77369532639 603 "Capital" 18100 9100 9000 0 0 0 18100 9100 9000 87.144
"214" 216 11 "Ghazni" 1117 "Rashidan" 394.090538837 39409.0538837 0.90364710715 617 "Capital" 17200 8800 8400 0 0 0 17200 8800 8400 43.645
"215" 217 11 "Ghazni" 1119 "Wali Muhammadi Shahid" 182.872724757 18287.2724757 0.74874548408 601 "Capital" 19200 9900 9300 0 0 0 19200 9900 9300 104.991
"216" 218 11 "Ghazni" 1118 "Waghaz" 417.077916437 41707.7916437 0.82963588142 618 "Capital" 36900 19000 17900 0 0 0 36900 19000 17900 88.473
"217" 219 11 "Ghazni" 1102 "Bahrami Shahid (Jaghatu)" 589.361920272 58936.1920272 1.36221136058 602 "Capital" 30300 15500 14800 0 0 0 30300 15500 14800 51.412
"218" 220 11 "Ghazni" 1113 "Qarabagh" 1570.02690368 157002.690368 2.02625369967 613 "Capital" 136600 69800 66800 0 0 0 136600 69800 66800 87.005
"219" 221 14 "Nuristan" 1402 "Kamdesh" 1220.19974912 122019.974912 1.82902174025 3002 "Eastern" 24100 12000 12100 0 0 0 24100 12000 12100 19.751
"220" 222 14 "Nuristan" 1403 "Waygal" 746.104337954 74610.4337954 1.39069984901 3003 "Eastern" 18800 9900 8900 0 0 0 18800 9900 8900 25.198
"221" 223 14 "Nuristan" 1406 "Wama" 276.68733741 27668.733741 0.8306750875 3006 "Eastern" 10600 5400 5200 0 0 0 10600 5400 5200 38.31
"222" 224 14 "Nuristan" 1408 "Nurgaram" 927.376992174 92737.6992174 1.52914768538 3008 "Eastern" 31000 15900 15100 0 0 0 31000 15900 15100 33.428
"223" 225 7 "Laghman" 703 "Alingar" 838.765951684 83876.5951684 1.4707069018 903 "Eastern" 92500 47400 45100 0 0 0 92500 47400 45100 110.281
"224" 226 7 "Laghman" 702 "Qarghayi" 956.797834473 95679.7834473 1.76341491448 902 "Eastern" 93700 48000 45700 0 0 0 93700 48000 45700 97.931
"225" 227 7 "Laghman" 701 "Mihtarlam" 720.117295711 72011.7295711 1.5612157108 901 "Eastern" 123800 63600 60200 4700 2500 2200 119100 61100 58000 171.916
"226" 228 15 "Badakhshan" 1506 "Wakhan" 10953.2772097 1095327.72097 10.1108629402 1106 "North Eastern" 14300 7300 7000 0 0 0 14300 7300 7000 1.306
"227" 229 15 "Badakhshan" 1507 "Ishkashiem" 1123.19104213 112319.104213 2.58855391687 1107 "North Eastern" 13200 6700 6500 0 0 0 13200 6700 6500 11.752
"228" 230 15 "Badakhshan" 1509 "Shighnan" 3528.48335978 352848.335978 3.01226686457 1109 "North Eastern" 26600 13700 12900 0 0 0 26600 13700 12900 7.539
"229" 231 15 "Badakhshan" 1517 "Darwazbala" 1330.19366412 133019.366412 2.41200493558 1117 "North Eastern" 22100 11100 11000 0 0 0 22100 11100 11000 16.614
"230" 232 15 "Badakhshan" 1510 "Darwaz" 1233.86506837 123386.506837 1.96094536442 1110 "North Eastern" 22100 11100 11000 0 0 0 22100 11100 11000 17.911
"231" 233 15 "Badakhshan" 1521 "Shaki" 630.491953226 63049.1953226 1.49782833433 1121 "North Eastern" 25200 12700 12500 0 0 0 25200 12700 12500 39.969
"232" 234 15 "Badakhshan" 1520 "Kuf Ab" 1419.48602696 141948.602696 1.99394735469 1120 "North Eastern" 21400 10700 10700 0 0 0 21400 10700 10700 15.076
"233" 235 15 "Badakhshan" 1511 "Khwahan" 734.158138144 73415.8138144 1.53114549056 1111 "North Eastern" 15900 8000 7900 0 0 0 15900 8000 7900 21.657
"234" 236 15 "Badakhshan" 1512 "Raghistan" 1276.03790444 127603.790444 2.18841382172 1112 "North Eastern" 37800 19400 18400 0 0 0 37800 19400 18400 29.623
"235" 237 15 "Badakhshan" 1515 "Argo" 1031.65695752 103165.695752 1.88035695893 1115 "North Eastern" 74900 38500 36400 0 0 0 74900 38500 36400 72.602
"236" 238 15 "Badakhshan" 1526 "Yaftal Sufla" 605.136029985 60513.6029985 1.19404596424 1126 "North Eastern" 50500 25400 25100 0 0 0 50500 25400 25100 83.452
"237" 239 15 "Badakhshan" 1519 "Kohistan" 603.555258301 60355.5258301 1.22309239809 1119 "North Eastern" 15800 8200 7600 0 0 0 15800 8200 7600 26.178
"238" 240 15 "Badakhshan" 1501 "Fayzabad" 513.689900888 51368.9900888 1.19566605266 1101 "North Eastern" 63500 32300 31200 30900 15800 15100 32600 16500 16100 123.615
"239" 241 15 "Badakhshan" 1514 "Arghanj Khaw" 611.520497267 61152.0497267 1.46097381055 1114 "North Eastern" 15400 7800 7600 0 0 0 15400 7800 7600 25.183
"240" 242 15 "Badakhshan" 1522 "Shahada" 1521.45044668 152145.044668 1.85459063928 1122 "North Eastern" 33100 17000 16100 0 0 0 33100 17000 16100 21.756
"241" 243 15 "Badakhshan" 1508 "Baharak" 327.975638373 32797.5638373 0.95135072696 1108 "North Eastern" 27500 13800 13700 0 0 0 27500 13800 13700 83.848
"242" 244 15 "Badakhshan" 1525 "Warduj
" 929.459955827 92945.9955827 1.59157371189 1125 "North Eastern" 20900 10700 10200 0 0 0 20900 10700 10200 22.486
"243" 245 15 "Badakhshan" 1518 "Khash" 263.951993097 26395.1993097 0.77119099599 1118 "North Eastern" 36500 18600 17900 0 0 0 36500 18600 17900 138.283
"244" 246 15 "Badakhshan" 1505 "Zebak" 1565.79057467 156579.057467 2.09004817699 1105 "North Eastern" 7500 3900 3600 0 0 0 7500 3900 3600 4.79
"245" 247 15 "Badakhshan" 1503 "Jurm" 1286.15975638 128615.975638 1.95793634704 1103 "North Eastern" 35900 18200 17700 3400 1800 1600 32500 16400 16100 27.913
"246" 248 15 "Badakhshan" 1516 "Darayim" 569.838832868 56983.8832868 1.27107683571 1116 "North Eastern" 58900 29900 29000 0 0 0 58900 29900 29000 103.363
"247" 249 15 "Badakhshan" 1524 "Tashkan" 811.609768304 81160.9768304 1.90770436727 1124 "North Eastern" 28500 14700 13800 0 0 0 28500 14700 13800 35.115
"248" 250 15 "Badakhshan" 1502 "Kishim" 777.299189013 77729.9189013 1.4438351989 1102 "North Eastern" 77400 39600 37800 0 0 0 77400 39600 37800 99.576
"249" 251 15 "Badakhshan" 1523 "Tagab (Kishmi Bala)" 1420.85637579 142085.637579 1.66041897003 1123 "North Eastern" 26800 13700 13100 0 0 0 26800 13700 13100 18.862
"250" 252 15 "Badakhshan" 1504 "Kuran Wa Munjan" 5187.86552614 518786.552614 4.32313332488 1104 "North Eastern" 9100 4600 4500 0 0 0 9100 4600 4500 1.754
"251" 253 15 "Badakhshan" 1527 "Yamgan (Girwan)" 1779.18089409 177918.089409 2.22297860377 1127 "North Eastern" 24600 12700 11900 0 0 0 24600 12700 11900 13.827
"252" 254 16 "Takhar" 1608 "Rustaq" 1939.02976118 193902.976118 2.13557419615 1208 "North Eastern" 156800 80400 76400 11900 6100 5800 144900 74300 70600 80.865
"253" 255 16 "Takhar" 1607 "Kalfagan" 479.589604761 47958.9604761 1.13811713564 1207 "North Eastern" 33700 17000 16700 0 0 0 33700 17000 16700 70.268
"254" 256 16 "Takhar" 1601 "Taluqan" 875.495475574 87549.5475574 1.83413008175 1201 "North Eastern" 214900 109400 105500 67000 33800 33200 147900 75600 72300 245.461
"255" 257 16 "Takhar" 1615 "Hazar Sumuch" 309.493923691 30949.3923691 0.96687974204 1215 "North Eastern" 13100 6700 6400 0 0 0 13100 6700 6400 42.327
"256" 258 16 "Takhar" 1613 "Baharak" 231.107046152 23110.7046152 0.82231261669 1213 "North Eastern" 29600 15100 14500 0 0 0 29600 15100 14500 128.079
"257" 259 16 "Takhar" 1606 "Farkhar" 1214.80369032 121480.369032 1.77223080445 1206 "North Eastern" 44800 22800 22000 2500 1200 1300 42300 21600 20700 36.878
"258" 260 16 "Takhar" 1605 "Warsaj" 2705.33038805 270533.038805 2.59983389912 1205 "North Eastern" 36300 18700 17600 0 0 0 36300 18700 17600 13.418
"259" 261 16 "Takhar" 1617 "Namak Ab" 584.225594696 58422.5594696 1.36811827147 1217 "North Eastern" 11700 6000 5700 0 0 0 11700 6000 5700 20.027
"260" 262 16 "Takhar" 1604 "Chal" 330.873765516 33087.3765516 1.09385512027 1204 "North Eastern" 26900 13900 13000 0 0 0 26900 13900 13000 81.3
"261" 263 16 "Takhar" 1602 "Bangi" 566.4718397 56647.18397 1.28464990296 1202 "North Eastern" 33600 17000 16600 0 0 0 33600 17000 16600 59.315
"262" 264 16 "Takhar" 1603 "Ishkamish" 806.50256935 80650.256935 1.48450414198 1203 "North Eastern" 56400 28500 27900 0 0 0 56400 28500 27900 69.932
"263" 265 16 "Takhar" 1616 "Khwaja Bahawuddin" 178.209075609 17820.9075609 0.55542018383 1216 "North Eastern" 22200 11100 11100 0 0 0 22200 11100 11100 124.573
"264" 266 17 "Kunduz" 1706 "Khanabad" 1122.47475063 112247.475063 2.049957983 1406 "North Eastern" 153500 77700 75800 38100 19600 18500 115400 58100 57300 136.751
"265" 267 17 "Kunduz" 1705 "Aliabad" 437.032269921 43703.2269921 1.00126598754 1405 "North Eastern" 45100 22800 22300 0 0 0 45100 22800 22300 103.196
"266" 268 17 "Kunduz" 1704 "Chahar Dara" 1240.77188855 124077.188855 2.01578823665 1404 "North Eastern" 70200 35700 34500 0 0 0 70200 35700 34500 56.578
"267" 269 17 "Kunduz" 1701 "Kunduz" 610.287467639 61028.7467639 1.73370690043 1401 "North Eastern" 297800 152100 145700 139600 71800 67800 158200 80300 77900 487.967
"268" 270 9 "Baghlan" 914 "Guzargahi Nur" 413.181782807 41318.1782807 0.94166576428 1315 "North Eastern" 9700 5100 4600 0 0 0 9700 5100 4600 23.476
"269" 271 9 "Baghlan" 913 "Farang Wa Gharu" 242.228641377 24222.8641377 0.73340018625 1314 "North Eastern" 15900 8100 7800 0 0 0 15900 8100 7800 65.64
"270" 272 9 "Baghlan" 908 "Khost Wa Firing" 1886.48594254 188648.594254 2.03774838676 1308 "North Eastern" 60300 31000 29300 0 0 0 60300 31000 29300 31.964
"271" 273 9 "Baghlan" 902 "Puli Hisar" 888.799578059 88879.9578059 1.54583925166 1317 "North Eastern" 26400 13700 12700 0 0 0 26400 13700 12700 29.703
"272" 274 9 "Baghlan" 910 "Burka" 837.863318229 83786.3318229 1.67032209263 1310 "North Eastern" 50400 25900 24500 0 0 0 50400 25900 24500 60.153
"273" 275 9 "Baghlan" 912 "Dih Salah" 462.36678095 46236.678095 0.99181587116 1313 "North Eastern" 30500 15800 14700 0 0 0 30500 15800 14700 65.965
"274" 276 9 "Baghlan" 915 "Khwaja Hijran (Jilga Nahrin)" 650.764492845 65076.4492845 1.22538354493 1316 "North Eastern" 22800 11800 11000 0 0 0 22800 11800 11000 35.036
"275" 277 9 "Baghlan" 911 "Baghlani Jadid" 2641.1269776 264112.69776 2.68201758583 1312 "North Eastern" 164100 83200 80900 63600 31900 31700 100500 51300 49200 62.133
"276" 278 9 "Baghlan" 901 "Puli Khumri" 507.336941646 50733.6941646 1.15787246108 1302 "North Eastern" 199700 102500 97200 98900 50700 48200 100800 51800 49000 393.624
"277" 279 9 "Baghlan" 909 "Nahrin" 946.054642026 94605.4642026 1.4856609823 1309 "North Eastern" 66100 34000 32100 4700 2500 2200 61400 31500 29900 69.869
"278" 280 9 "Baghlan" 907 "Andarab" 1028.54003604 102854.003604 1.72074742677 1307 "North Eastern" 24400 12500 11900 0 0 0 24400 12500 11900 23.723
"279" 281 9 "Baghlan" 906 "Khinjan" 1053.61042194 105361.042194 1.48876579999 1306 "North Eastern" 29100 14800 14300 0 0 0 29100 14800 14300 27.619
"280" 282 9 "Baghlan" 904 "Dushi" 1902.11454981 190211.454981 2.76820788942 1304 "North Eastern" 64000 32700 31300 0 0 0 64000 32700 31300 33.647
"281" 283 9 "Baghlan" 903 "Dahana-I- Ghuri" 1468.1870222 146818.70222 1.83689019035 1303 "North Eastern" 56300 28900 27400 1500 800 700 54800 28100 26700 38.347
"282" 284 9 "Baghlan" 905 "Tala Wa Barfak" 2880.6930495 288069.30495 2.76463831326 1305 "North Eastern" 28800 14900 13900 0 0 0 28800 14900 13900 9.998
"283" 285 8 "Panjsher" 804 "Paryan" 1428.00241435 142800.241435 2.06271711876 3304 "Capital" 14200 7200 7000 0 0 0 14200 7200 7000 9.944
"284" 286 8 "Panjsher" 803 "Khenj (Hese- Awal)" 688.220459793 68822.0459793 1.16307649752 3303 "Capital" 38200 19600 18600 0 0 0 38200 19600 18600 55.505
"285" 287 8 "Panjsher" 801 "Bazarak" 377.607852493 37760.7852493 0.88632275803 3307 "Capital" 17900 9200 8700 0 0 0 17900 9200 8700 47.404
"286" 288 8 "Panjsher" 802 "Dara" 709.538207156 70953.8207156 1.34877261274 3302 "Capital" 23800 12100 11700 0 0 0 23800 12100 11700 33.543
"287" 289 8 "Panjsher" 807 "Rukha" 144.416400775 14441.6400775 0.71965552544 3301 "Capital" 21900 11200 10700 0 0 0 21900 11200 10700 151.645
"288" 290 8 "Panjsher" 806 "Unaba" 164.164684605 16416.4684605 0.58130739043 3306 "Capital" 17200 8900 8300 0 0 0 17200 8900 8300 104.773
"289" 291 8 "Panjsher" 805 "Shutul" 226.840170109 22684.0170109 0.7756732266 3305 "Capital" 10500 5300 5200 0 0 0 10500 5300 5200 46.288
"290" 292 2 "Kapisa" 206 "Alasay" 309.673456996 30967.3456996 0.78594070426 206 "Capital" 36200 18600 17600 0 0 0 36200 18600 17600 116.897
"291" 293 2 "Kapisa" 205 "Tagab" 528.330789534 52833.0789534 1.38654747372 205 "Capital" 77400 38700 38700 0 0 0 77400 38700 38700 146.499
"292" 294 2 "Kapisa" 201 "Mahmudi Raqi" 135.905818374 13590.5818374 0.64739927635 201 "Capital" 61400 31000 30400 1400 800 600 60000 30200 29800 451.783
"293" 295 2 "Kapisa" 207 "Hisa-i-Duwumi Kohistan" 57.5475324473 5754.75324473 0.42552208961 207 "Capital" 43000 21800 21200 0 0 0 43000 21800 21200 747.208
"294" 296 2 "Kapisa" 202 "Hisa-i-Awali Kohistan" 90.8329107869 9083.29107869 0.46802995923 202 "Capital" 65100 32800 32300 0 0 0 65100 32800 32300 716.701
"295" 297 3 "Parwan" 303 "Salang" 508.16549298 50816.549298 1.03503480972 303 "Capital" 24900 12500 12400 0 0 0 24900 12500 12400 49
"296" 298 3 "Parwan" 302 "Jabalussaraj" 107.078121905 10707.8121905 0.66173682081 302 "Capital" 61000 30900 30100 1600 800 800 59400 30100 29300 569.678
"297" 299 3 "Parwan" 309 "Kohi Safi" 578.799511495 57879.9511495 1.2389715502 309 "Capital" 29600 14900 14700 0 0 0 29600 14900 14700 51.14
"298" 300 3 "Parwan" 308 "Bagram" 354.249559593 35424.9559593 1.09713727913 308 "Capital" 99100 50000 49100 0 0 0 99100 50000 49100 279.746
"299" 301 3 "Parwan" 310 "Sayd Khel" 46.7772339056 4677.72339056 0.37990444951 310 "Capital" 43700 22300 21400 0 0 0 43700 22300 21400 934.215
"300" 302 3 "Parwan" 301 "Chaharikar" 273.865452191 27386.5452191 0.88326453452 301 "Capital" 168000 85400 82600 52700 26600 26100 115300 58800 56500 613.44
"301" 303 3 "Parwan" 304 "Shinwari" 723.050665344 72305.0665344 1.38554438918 304 "Capital" 39400 19900 19500 0 0 0 39400 19900 19500 54.491
"302" 304 3 "Parwan" 305 "Sia Gird ( Ghorbund)" 898.562958225 89856.2958225 1.49891603326 305 "Capital" 92500 46200 46300 0 0 0 92500 46200 46300 102.942
"303" 305 3 "Parwan" 307 "Surkhi Parsa" 1164.35200256 116435.200256 1.84946438641 307 "Capital" 39100 19900 19200 0 0 0 39100 19900 19200 33.581
"304" 306 3 "Parwan" 306 "Shekh  Ali" 915.684400728 91568.4400728 1.3721242875 306 "Capital" 23600 12000 11600 0 0 0 23600 12000 11600 25.773
"305" 307 26 "Balkh" 2616 "Sharak Hairatan" 78.3186363237 7831.86363237 0.44705134394 0 "Northern" 0 0 0 0 0 0 0 0 0 0
"306" 308 26 "Balkh" 2605 "Dawlatabad" 1635.43434431 163543.434431 1.95033428971 1605 "Northern" 100200 51300 48900 10000 5200 4800 90200 46100 44100 61.268
"307" 309 26 "Balkh" 2602 "Nahri Shahi" 1123.1675621 112316.75621 1.97872074166 1602 "Northern" 42900 21900 21000 0 0 0 42900 21900 21000 38.196
"308" 310 26 "Balkh" 2601 "Mazari Sharif" 25.8271086452 2582.71086452 0.21482197258 1601 "Northern" 357100 183200 173900 357100 183200 173900 0 0 0 13826.557
"309" 311 2 "Kapisa" 203 "Koh Band" 149.23393986 14923.393986 0.54909733543 203 "Capital" 22400 11200 11200 0 0 0 22400 11200 11200 150.1
"310" 312 2 "Kapisa" 204 "Nijrab" 612.240157271 61224.0157271 1.12318117565 204 "Capital" 107500 54300 53200 0 0 0 107500 54300 53200 175.585
"311" 313 26 "Balkh" 2615 "Marmul" 582.533872103 58253.3872103 1.3122363991 1615 "Northern" 10900 5500 5400 0 0 0 10900 5500 5400 18.711
"312" 314 26 "Balkh" 2611 "Chahar Kint" 1039.70588715 103970.588715 1.9474927519 1611 "Northern" 42500 21800 20700 0 0 0 42500 21800 20700 40.877
"313" 315 26 "Balkh" 2609 "Sholgara" 1842.00475526 184200.475526 2.21813551287 1609 "Northern" 108700 55600 53100 9600 4900 4700 99100 50700 48400 59.012
"314" 316 26 "Balkh" 2612 "Dihdadi" 254.202969096 25420.2969096 0.80017180972 1612 "Northern" 64500 33000 31500 0 0 0 64500 33000 31500 253.734
"315" 317 26 "Balkh" 2606 "Balkh" 511.140834622 51114.0834622 1.04087017353 1606 "Northern" 114300 58200 56100 14400 7400 7000 99900 50800 49100 223.617
"316" 318 26 "Balkh" 2607 "Chahar Bolak" 536.432198638 53643.2198638 1.58347117149 1607 "Northern" 77500 39500 38000 0 0 0 77500 39500 38000 144.473
"317" 319 26 "Balkh" 2608 "Chimtal" 1724.58616621 172458.616621 2.54049928564 1608 "Northern" 87600 44600 43000 0 0 0 87600 44600 43000 50.795
"318" 320 26 "Balkh" 2610 "Kishindih" 1228.42472496 122842.472496 2.35435398421 1610 "Northern" 46500 23700 22800 0 0 0 46500 23700 22800 37.853
"319" 321 26 "Balkh" 2603 "Zari" 846.407344138 84640.7344138 1.4881684956 1603 "Northern" 42000 21400 20600 0 0 0 42000 21400 20600 49.621
"320" 322 18 "Samangan" 1802 "Hazrati Sultan" 985.330851449 98533.0851449 1.49884198937 1502 "Northern" 39600 20500 19100 0 0 0 39600 20500 19100 40.19
