"GEOCODE" "NAME" "LAT" "LON" "TYPE" "DIST_ID" "DIST_NAM" "PROV_ID" "PROV_NAM" "coords.x1" "coords.x2"
"2342" "AF040802376" "Hajian (2)" 34.40569 68.81409 0 408 "Nirkh" 4 "Wardak" 68.81409 34.40569
"2343" "AF040802377" "Dehayat(Mara)" 34.36808 68.77328 0 408 "Nirkh" 4 "Wardak" 68.77328 34.36808
"2344" "AF040802378" "Mir-Hazari" 34.36279 68.75829 0 408 "Nirkh" 4 "Wardak" 68.75829 34.36279
"2345" "AF040802379" "Karimdad" 34.36279 68.74478 0 408 "Nirkh" 4 "Wardak" 68.74478 34.36279
"2346" "AF040802380" "Kolalan" 34.36789 68.75149 0 408 "Nirkh" 4 "Wardak" 68.75149 34.36789
"2347" "AF040802381" "Kane Ezzat" 34.35813 68.80405 1 408 "Nirkh" 4 "Wardak" 68.80405 34.35813
"2348" "AF040802382" "Alaqadari Nerkh" 34.36647 68.7991 0 408 "Nirkh" 4 "Wardak" 68.7991 34.36647
"2349" "AF040802383" "Pyarokhel" 34.36089 68.81288 0 408 "Nirkh" 4 "Wardak" 68.81288 34.36089
"2350" "AF040802384" "Mullayane Qol" 34.40957 68.79118 0 408 "Nirkh" 4 "Wardak" 68.79118 34.40957
"2351" "AF040802385" "Amarkhel" 34.37258 68.83578 0 408 "Nirkh" 4 "Wardak" 68.83578 34.37258
"2352" "AF040102386" "Qal'eh-ye-Ahangar" 34.35028 68.83298 0 401 "Maydan Shahr" 4 "Wardak" 68.83298 34.35028
"2353" "AF040802387" "Shaghasi Kala" 34.35548 68.81648 0 408 "Nirkh" 4 "Wardak" 68.81648 34.35548
"2354" "AF040802388" "Faruqian" 34.35938 68.82499 0 408 "Nirkh" 4 "Wardak" 68.82499 34.35938
"2355" "AF040802389" "Na'eban" 34.36298 68.82798 0 408 "Nirkh" 4 "Wardak" 68.82798 34.36298
"2356" "AF040102390" "Mashikhel" 34.35038 68.91158 0 401 "Maydan Shahr" 4 "Wardak" 68.91158 34.35038
"2357" "AF040802391" "Zaybodaq" 34.39189 68.82738 0 408 "Nirkh" 4 "Wardak" 68.82738 34.39189
"2358" "AF040802392" "Nazirkhel" 34.38859 68.82708 0 408 "Nirkh" 4 "Wardak" 68.82708 34.38859
"2359" "AF040802393" "Kunjuna" 34.37918 68.82269 0 408 "Nirkh" 4 "Wardak" 68.82269 34.37918
"2360" "AF040802394" "Mamikhel" 34.39338 68.82048 0 408 "Nirkh" 4 "Wardak" 68.82048 34.39338
"2361" "AF040802395" "Mirakikhel" 34.39968 68.81779 0 408 "Nirkh" 4 "Wardak" 68.81779 34.39968
"2362" "AF040802396" "Tagan" 34.40369 68.82449 0 408 "Nirkh" 4 "Wardak" 68.82449 34.40369
"2363" "AF040802397" "Ghundakhel" 34.38368 68.82898 0 408 "Nirkh" 4 "Wardak" 68.82898 34.38368
"2364" "AF040802398" "Badinkhel" 34.37759 68.83798 0 408 "Nirkh" 4 "Wardak" 68.83798 34.37759
"2365" "AF040802399" "Poladkhan" 34.39079 68.84028 0 408 "Nirkh" 4 "Wardak" 68.84028 34.39079
"2366" "AF040602400" "Zor" 34.07438 68.46928 0 406 "Chak" 4 "Wardak" 68.46928 34.07438
"2367" "AF040602401" "Bulagh" 34.05528 68.42328 0 406 "Chak" 4 "Wardak" 68.42328 34.05528
"2368" "AF040602402" "Mirzabek" 34.01699 68.34189 0 406 "Chak" 4 "Wardak" 68.34189 34.01699
"2369" "AF040602403" "Manjway Sokhta" 34.00629 68.29478 0 406 "Chak" 4 "Wardak" 68.29478 34.00629
"2370" "AF040602404" "Syahnala" 33.93799 68.24188 0 406 "Chak" 4 "Wardak" 68.24188 33.93799
"2371" "AF040602405" "Wulyanak" 33.95809 68.24698 0 406 "Chak" 4 "Wardak" 68.24698 33.95809
"2372" "AF040602406" "Dehe Mirdad Kunjghatu" 33.99329 68.38988 0 406 "Chak" 4 "Wardak" 68.38988 33.99329
"2373" "AF040602407" "Karakat" 33.98578 68.32908 0 406 "Chak" 4 "Wardak" 68.32908 33.98578
"2374" "AF040602408" "China" 34.01018 68.34168 0 406 "Chak" 4 "Wardak" 68.34168 34.01018
"2375" "AF040602409" "Mushak" 34.03748 68.37478 0 406 "Chak" 4 "Wardak" 68.37478 34.03748
"2376" "AF040602410" "Mirka" 34.03438 68.36266 0 406 "Chak" 4 "Wardak" 68.36266 34.03438
"2377" "AF040602411" "Manjarkhel" 34.02798 68.35239 0 406 "Chak" 4 "Wardak" 68.35239 34.02798
"2378" "AF040602412" "Qal'a-i Surkh" 34.02959 68.36148 0 406 "Chak" 4 "Wardak" 68.36148 34.02959
"2379" "AF040602413" "Kuz Sokhta" 34.03718 68.29218 0 406 "Chak" 4 "Wardak" 68.29218 34.03718
"2380" "AF040602414" "Shunya (2)" 34.05219 68.29189 0 406 "Chak" 4 "Wardak" 68.29189 34.05219
"2381" "AF040602415" "Kot" 34.04288 68.35789 0 406 "Chak" 4 "Wardak" 68.35789 34.04288
"2382" "AF040602416" "Sangin" 34.04249 68.41438 0 406 "Chak" 4 "Wardak" 68.41438 34.04249
"2383" "AF040602417" "Shali" 34.02748 68.40639 0 406 "Chak" 4 "Wardak" 68.40639 34.02748
"2384" "AF040602418" "Sharifkhel" 34.03709 68.40968 0 406 "Chak" 4 "Wardak" 68.40968 34.03709
"2385" "AF040602419" "Churak Khel" 34.04179 68.40908 0 406 "Chak" 4 "Wardak" 68.40908 34.04179
"2386" "AF040602420" "Chaharshina" 34.06919 68.40428 0 406 "Chak" 4 "Wardak" 68.40428 34.06919
"2387" "AF040602421" "Haydar Kalay" 34.04648 68.41828 0 406 "Chak" 4 "Wardak" 68.41828 34.04648
"2388" "AF040602422" "Koday (1)" 34.04998 68.42268 0 406 "Chak" 4 "Wardak" 68.42268 34.04998
"2389" "AF040602423" "Peshkor" 34.01859 68.49339 0 406 "Chak" 4 "Wardak" 68.49339 34.01859
"2390" "AF040602424" "Kotaye Maghul" 33.99509 68.47929 0 406 "Chak" 4 "Wardak" 68.47929 33.99509
"2391" "AF040602425" "Pase Koh" 33.96358 68.47888 0 406 "Chak" 4 "Wardak" 68.47888 33.96358
"2392" "AF060302426" "Koday (3)" 33.95178 68.44949 0 603 "Jaghatu" 6 "Ghazni" 68.44949 33.95178
"2393" "AF060302427" "Barghasun" 33.95789 68.45737 0 603 "Jaghatu" 6 "Ghazni" 68.45737 33.95789
"2394" "AF040602428" "Qaderkhel" 33.96928 68.47059 0 406 "Chak" 4 "Wardak" 68.47059 33.96928
"2395" "AF040602429" "Matar" 33.98068 68.47068 0 406 "Chak" 4 "Wardak" 68.47068 33.98068
"2396" "AF040602430" "Wulyatak" 33.98018 68.49108 0 406 "Chak" 4 "Wardak" 68.49108 33.98018
"2397" "AF040602431" "Chehelgari(Selgari)" 33.97228 68.48459 0 406 "Chak" 4 "Wardak" 68.48459 33.97228
"2398" "AF040602432" "Sando" 33.99619 68.49258 0 406 "Chak" 4 "Wardak" 68.49258 33.99619
"2399" "AF040602433" "Celgeray" 34.00709 68.48909 0 406 "Chak" 4 "Wardak" 68.48909 34.00709
"2400" "AF040602434" "Kachogha" 33.99779 68.51328 0 406 "Chak" 4 "Wardak" 68.51328 33.99779
"2401" "AF040602435" "Byanan" 34.01349 68.50408 0 406 "Chak" 4 "Wardak" 68.50408 34.01349
"2402" "AF040602436" "Bahadurkhan" 34.06469 68.46398 0 406 "Chak" 4 "Wardak" 68.46398 34.06469
"2403" "AF040602437" "Bandaray" 34.05558 68.43769 0 406 "Chak" 4 "Wardak" 68.43769 34.05558
"2404" "AF040602438" "Nokarkhel" 34.05058 68.43878 0 406 "Chak" 4 "Wardak" 68.43878 34.05058
"2405" "AF040602439" "Khanak Khel" 34.05359 68.44358 0 406 "Chak" 4 "Wardak" 68.44358 34.05359
"2406" "AF040602440" "Khwaja Angur" 34.06519 68.42918 0 406 "Chak" 4 "Wardak" 68.42918 34.06519
"2407" "AF040602441" "Shabashkhan" 34.06378 68.45779 0 406 "Chak" 4 "Wardak" 68.45779 34.06378
"2408" "AF040602442" "Topur (1)" 34.03559 68.50678 0 406 "Chak" 4 "Wardak" 68.50678 34.03559
"2409" "AF040602443" "Safyan" 34.02619 68.50408 0 406 "Chak" 4 "Wardak" 68.50408 34.02619
"2410" "AF040602444" "Bum" 34.06079 68.49608 0 406 "Chak" 4 "Wardak" 68.49608 34.06079
"2411" "AF040602445" "Ginigar" 34.06749 68.47888 0 406 "Chak" 4 "Wardak" 68.47888 34.06749
"2412" "AF040602446" "Kaftar" 34.05788 68.51208 0 406 "Chak" 4 "Wardak" 68.51208 34.05788
"2413" "AF040602447" "Nala" 34.06368 68.51189 0 406 "Chak" 4 "Wardak" 68.51189 34.06368
"2414" "AF040602448" "Kodaye Bewa" 34.10859 68.45728 0 406 "Chak" 4 "Wardak" 68.45728 34.10859
"2415" "AF040602449" "Dewarak" 34.12308 68.40759 0 406 "Chak" 4 "Wardak" 68.40759 34.12308
"2416" "AF040602450" "Pay Kotal" 34.07739 68.31958 0 406 "Chak" 4 "Wardak" 68.31958 34.07739
"2417" "AF040602451" "Takht" 34.10318 68.29279 0 406 "Chak" 4 "Wardak" 68.29279 34.10318
"2418" "AF040602452" "Shokurdad" 34.09908 68.45209 0 406 "Chak" 4 "Wardak" 68.45209 34.09908
"2419" "AF040602453" "Khwaja Ahmad" 34.08889 68.45348 0 406 "Chak" 4 "Wardak" 68.45348 34.08889
"2420" "AF040602454" "Golabkhel" 34.10339 68.44238 0 406 "Chak" 4 "Wardak" 68.44238 34.10339
"2421" "AF040602455" "Hakimkhel" 34.10809 68.44619 0 406 "Chak" 4 "Wardak" 68.44619 34.10809
"2422" "AF040602456" "Bangeshay" 34.11128 68.44529 0 406 "Chak" 4 "Wardak" 68.44529 34.11128
"2423" "AF040602457" "Ma'rufkhel" 34.12878 68.40418 0 406 "Chak" 4 "Wardak" 68.40418 34.12878
"2424" "AF040602458" "Shunya (1)" 34.14539 68.38538 0 406 "Chak" 4 "Wardak" 68.38538 34.14539
"2425" "AF040602459" "Gusinak" 34.13799 68.37169 0 406 "Chak" 4 "Wardak" 68.37169 34.13799
"2426" "AF040602460" "Gharak" 34.13079 68.40188 0 406 "Chak" 4 "Wardak" 68.40188 34.13079
"2427" "AF040602461" "Chaharmurda" 34.16148 68.37399 0 406 "Chak" 4 "Wardak" 68.37399 34.16148
"2428" "AF040602462" "Sange Baba" 34.15989 68.40188 0 406 "Chak" 4 "Wardak" 68.40188 34.15989
"2429" "AF040602463" "Qala-i- Gholam" 34.13829 68.42878 0 406 "Chak" 4 "Wardak" 68.42878 34.13829
"2430" "AF040602464" "Qal'a-i Mahmud" 34.13609 68.42278 0 406 "Chak" 4 "Wardak" 68.42278 34.13609
"2431" "AF040602465" "Shahwali Kala" 34.13459 68.41758 0 406 "Chak" 4 "Wardak" 68.41758 34.13459
"2432" "AF040602466" "Qal'a-i Sarposh" 34.13609 68.45139 0 406 "Chak" 4 "Wardak" 68.45139 34.13609
"2433" "AF040602467" "Qal'a-i-Gholam" 34.16868 68.41319 0 406 "Chak" 4 "Wardak" 68.41319 34.16868
"2434" "AF040602468" "Karez" 34.14808 68.43418 0 406 "Chak" 4 "Wardak" 68.43418 34.14808
"2435" "AF040602469" "Fatehkhel" 34.13647 68.49393 0 406 "Chak" 4 "Wardak" 68.49393 34.13647
"2436" "AF040602470" "Gardan" 34.08938 68.47608 0 406 "Chak" 4 "Wardak" 68.47608 34.08938
"2437" "AF040602471" "Nashkak" 34.08639 68.47078 0 406 "Chak" 4 "Wardak" 68.47078 34.08639
"2438" "AF040602472" "Sardar Koday" 34.10902 68.45985 0 406 "Chak" 4 "Wardak" 68.45985 34.10902
"2439" "AF040602473" "Zarif khel" 34.10899 68.46519 0 406 "Chak" 4 "Wardak" 68.46519 34.10899
"2440" "AF040602474" "Sayed Kalay" 34.10989 68.50068 0 406 "Chak" 4 "Wardak" 68.50068 34.10989
"2441" "AF040602475" "Tacha" 34.10315 68.50357 0 406 "Chak" 4 "Wardak" 68.50357 34.10315
"2442" "AF040602476" "Molagulkhel" 34.10169 68.50899 0 406 "Chak" 4 "Wardak" 68.50899 34.10169
"2443" "AF040602477" "Badamtu" 34.09778 68.50878 0 406 "Chak" 4 "Wardak" 68.50878 34.09778
"2444" "AF040602478" "Barankhel" 34.10759 68.50739 0 406 "Chak" 4 "Wardak" 68.50739 34.10759
"2445" "AF040602479" "Berana" 34.11329 68.50298 0 406 "Chak" 4 "Wardak" 68.50298 34.11329
"2446" "AF040602480" "Hakim babakhel" 34.11218 68.49529 0 406 "Chak" 4 "Wardak" 68.49529 34.11218
"2447" "AF040602481" "Afdzalkhel" 34.11189 68.50709 0 406 "Chak" 4 "Wardak" 68.50709 34.11189
"2448" "AF040602482" "Mirahmadkhel" 34.12469 68.50518 0 406 "Chak" 4 "Wardak" 68.50518 34.12469
"2449" "AF040602483" "Makhtum" 34.13619 68.50778 0 406 "Chak" 4 "Wardak" 68.50778 34.13619
"2450" "AF040602484" "Goda" 34.21178 68.49668 0 406 "Chak" 4 "Wardak" 68.49668 34.21178
"2451" "AF040602485" "Chamri" 34.13958 68.49058 0 406 "Chak" 4 "Wardak" 68.49058 34.13958
"2452" "AF040602486" "Qal'a-i Zoya" 34.14079 68.46468 0 406 "Chak" 4 "Wardak" 68.46468 34.14079
"2453" "AF040602487" "Qal'a-i Roba" 34.14069 68.48999 0 406 "Chak" 4 "Wardak" 68.48999 34.14069
"2454" "AF040602488" "Omarza'i" 34.17909 68.50488 0 406 "Chak" 4 "Wardak" 68.50488 34.17909
"2455" "AF040602489" "Mozakhel" 34.15569 68.50298 0 406 "Chak" 4 "Wardak" 68.50298 34.15569
"2456" "AF040602490" "Zulfeqarkhel" 34.15589 68.49949 0 406 "Chak" 4 "Wardak" 68.49949 34.15589
"2457" "AF040602491" "Emratkhel" 34.17038 68.50718 0 406 "Chak" 4 "Wardak" 68.50718 34.17038
"2458" "AF040602492" "Karam'alay" 34.19938 68.50488 0 406 "Chak" 4 "Wardak" 68.50488 34.19938
"2459" "AF040602493" "Paywand" 34.22708 68.50388 0 406 "Chak" 4 "Wardak" 68.50388 34.22708
"2460" "AF040602494" "Azadkhel" 34.18609 68.50999 0 406 "Chak" 4 "Wardak" 68.50999 34.18609
"2461" "AF040602495" "Lwar" 34.13599 68.64308 0 406 "Chak" 4 "Wardak" 68.64308 34.13599
"2462" "AF040602496" "Qurbanay" 34.06969 68.56168 0 406 "Chak" 4 "Wardak" 68.56168 34.06969
"2463" "AF040602497" "Lwara" 34.05848 68.53299 0 406 "Chak" 4 "Wardak" 68.53299 34.05848
"2464" "AF040602498" "Darband" 34.02139 68.52659 0 406 "Chak" 4 "Wardak" 68.52659 34.02139
"2465" "AF040602499" "Gulmori" 34.01688 68.51849 0 406 "Chak" 4 "Wardak" 68.51849 34.01688
"2466" "AF040602500" "Sokhtaqol" 34.00779 68.51648 0 406 "Chak" 4 "Wardak" 68.51648 34.00779
"2467" "AF040602501" "Alibek" 34.04639 68.51488 0 406 "Chak" 4 "Wardak" 68.51488 34.04639
"2468" "AF040602502" "Fadzelkhel" 34.04959 68.51408 0 406 "Chak" 4 "Wardak" 68.51408 34.04959
"2469" "AF040602503" "Sapedar" 34.04708 68.52248 0 406 "Chak" 4 "Wardak" 68.52248 34.04708
"2470" "AF040602504" "Ahmadkhel" 34.03679 68.53268 0 406 "Chak" 4 "Wardak" 68.53268 34.03679
"2471" "AF040602505" "Sufikhel" 34.02459 68.53078 0 406 "Chak" 4 "Wardak" 68.53078 34.02459
"2472" "AF040602506" "Sewaka" 34.04392 68.54115 0 406 "Chak" 4 "Wardak" 68.54115 34.04392
"2473" "AF040602507" "Bayekza'i" 34.04069 68.53568 0 406 "Chak" 4 "Wardak" 68.53568 34.04069
"2474" "AF040602508" "Latek" 34.04418 68.54939 0 406 "Chak" 4 "Wardak" 68.54939 34.04418
"2475" "AF040602509" "Kshatta Shekampara" 34.06789 68.52298 0 406 "Chak" 4 "Wardak" 68.52298 34.06789
"2476" "AF040602510" "Alishang" 34.07829 68.51719 0 406 "Chak" 4 "Wardak" 68.51719 34.07829
"2477" "AF040602511" "Adamkhel" 34.07118 68.52029 0 406 "Chak" 4 "Wardak" 68.52029 34.07118
"2478" "AF040602512" "Koday (2)" 34.10389 68.51538 0 406 "Chak" 4 "Wardak" 68.51538 34.10389
"2479" "AF040602513" "Topur (2)" 34.09119 68.51838 0 406 "Chak" 4 "Wardak" 68.51838 34.09119
"2480" "AF040602514" "Usmankhel" 34.09378 68.51799 0 406 "Chak" 4 "Wardak" 68.51799 34.09378
"2481" "AF040602515" "Monkay" 34.08118 68.52948 0 406 "Chak" 4 "Wardak" 68.52948 34.08118
"2482" "AF040602516" "Moqamkhel" 34.07999 68.55928 0 406 "Chak" 4 "Wardak" 68.55928 34.07999
"2483" "AF040602517" "Faqiray" 34.08969 68.53648 0 406 "Chak" 4 "Wardak" 68.53648 34.08969
"2484" "AF040602518" "Nurkhel" 34.09419 68.55589 0 406 "Chak" 4 "Wardak" 68.55589 34.09419
"2485" "AF040602519" "Dawrankhel" 34.10358 68.56989 0 406 "Chak" 4 "Wardak" 68.56989 34.10358
"2486" "AF040602520" "Dersh Shalay" 34.05838 68.57858 0 406 "Chak" 4 "Wardak" 68.57858 34.05838
"2487" "AF040602521" "Spin Kalay" 34.07698 68.56978 0 406 "Chak" 4 "Wardak" 68.56978 34.07698
"2488" "AF040602522" "Senikhel" 34.10129 68.57687 0 406 "Chak" 4 "Wardak" 68.57687 34.10129
"2489" "AF040702523" "Cijan" 34.08309 68.68078 0 407 "Saydabad" 4 "Wardak" 68.68078 34.08309
"2490" "AF040602524" "Modo" 34.10335 68.60746 0 406 "Chak" 4 "Wardak" 68.60746 34.10335
"2491" "AF040602525" "Alakhel" 34.12259 68.60999 0 406 "Chak" 4 "Wardak" 68.60999 34.12259
"2492" "AF040602526" "Pana" 34.11219 68.58218 0 406 "Chak" 4 "Wardak" 68.58218 34.11219
"2493" "AF040602527" "Buksari" 34.11029 68.59158 0 406 "Chak" 4 "Wardak" 68.59158 34.11029
"2494" "AF040602528" "Bahadur Koday" 34.12139 68.59399 0 406 "Chak" 4 "Wardak" 68.59399 34.12139
"2495" "AF040602529" "Zawara" 34.12658 68.64008 0 406 "Chak" 4 "Wardak" 68.64008 34.12658
"2496" "AF040602530" "Bambay(Khawat)" 34.12109 68.61848 0 406 "Chak" 4 "Wardak" 68.61848 34.12109
"2497" "AF040602531" "Lalakhel" 34.12358 68.64568 0 406 "Chak" 4 "Wardak" 68.64568 34.12358
"2498" "AF040602532" "Zarbagh" 34.12999 68.64828 0 406 "Chak" 4 "Wardak" 68.64828 34.12999
"2499" "AF040602533" "Shekhyasin" 34.13287 68.65931 0 406 "Chak" 4 "Wardak" 68.65931 34.13287
"2500" "AF040602534" "Tawa" 34.26629 68.64539 0 406 "Chak" 4 "Wardak" 68.64539 34.26629
"2501" "AF040602535" "Ochodak" 34.21059 68.60509 0 406 "Chak" 4 "Wardak" 68.60509 34.21059
"2502" "AF040602536" "Badqol" 34.18098 68.60499 0 406 "Chak" 4 "Wardak" 68.60499 34.18098
"2503" "AF040602537" "Nurbeg" 34.17329 68.51378 0 406 "Chak" 4 "Wardak" 68.51378 34.17329
"2504" "AF040602538" "Qal'eh-ye-Mohammadhasankhan" 34.16949 68.62618 0 406 "Chak" 4 "Wardak" 68.62618 34.16949
"2505" "AF040602539" "Tatang" 34.15839 68.63298 0 406 "Chak" 4 "Wardak" 68.63298 34.15839
"2506" "AF040602540" "Jalil" 34.14668 68.63618 0 406 "Chak" 4 "Wardak" 68.63618 34.14668
"2507" "AF040602541" "Hasankhan" 34.19429 68.61568 0 406 "Chak" 4 "Wardak" 68.61568 34.19429
"2508" "AF040602542" "Urdu" 34.18599 68.61498 0 406 "Chak" 4 "Wardak" 68.61498 34.18599
"2509" "AF040602543" "Damay" 34.19818 68.61369 0 406 "Chak" 4 "Wardak" 68.61369 34.19818
"2510" "AF040602544" "Sarferaz" 34.20119 68.61919 0 406 "Chak" 4 "Wardak" 68.61919 34.20119
"2511" "AF040602545" "Zara Kala" 34.20668 68.61829 0 406 "Chak" 4 "Wardak" 68.61829 34.20668
"2512" "AF040602546" "Abash" 34.24688 68.60959 0 406 "Chak" 4 "Wardak" 68.60959 34.24688
"2513" "AF040602547" "Syahaw" 34.27158 68.59238 0 406 "Chak" 4 "Wardak" 68.59238 34.27158
"2514" "AF040602548" "Palezak" 34.2603 68.59557 0 406 "Chak" 4 "Wardak" 68.59557 34.2603
"2515" "AF040602549" "Kariz-e Surkh" 34.29849 68.60188 0 406 "Chak" 4 "Wardak" 68.60188 34.29849
"2516" "AF040602550" "Karamqol" 34.23978 68.62998 0 406 "Chak" 4 "Wardak" 68.62998 34.23978
"2517" "AF040602551" "Soja" 34.22827 68.61631 0 406 "Chak" 4 "Wardak" 68.61631 34.22827
"2518" "AF040602552" "Edel" 34.21579 68.61919 0 406 "Chak" 4 "Wardak" 68.61919 34.21579
"2519" "AF040602553" "Sewak" 34.27539 68.61967 0 406 "Chak" 4 "Wardak" 68.61967 34.27539
"2520" "AF040602554" "Zaykha'ida" 34.25139 68.63759 0 406 "Chak" 4 "Wardak" 68.63759 34.25139
"2521" "AF040602555" "Kodalay" 34.17399 68.69058 0 406 "Chak" 4 "Wardak" 68.69058 34.17399
"2522" "AF040702556" "Gerdab" 34.14718 68.69749 0 407 "Saydabad" 4 "Wardak" 68.69749 34.14718
"2523" "AF040602557" "Alikhani" 34.14818 68.68258 0 406 "Chak" 4 "Wardak" 68.68258 34.14818
"2524" "AF040602558" "Langar" 34.15378 68.68598 0 406 "Chak" 4 "Wardak" 68.68598 34.15378
"2525" "AF040702559" "Ambokhak" 34.14448 68.73109 0 407 "Saydabad" 4 "Wardak" 68.73109 34.14448
"2526" "AF040702560" "Arabshakhel" 34.14048 68.72519 0 407 "Saydabad" 4 "Wardak" 68.72519 34.14048
"2527" "AF040702561" "Godan" 34.15358 68.71118 0 407 "Saydabad" 4 "Wardak" 68.71118 34.15358
"2528" "AF040602562" "Alishah" 34.20048 68.69268 0 406 "Chak" 4 "Wardak" 68.69268 34.20048
"2529" "AF040602563" "Malikhel" 34.18871 68.68465 0 406 "Chak" 4 "Wardak" 68.68465 34.18871
"2530" "AF040602564" "Sayadan" 34.18309 68.69028 0 406 "Chak" 4 "Wardak" 68.69028 34.18309
"2531" "AF040602565" "Chapdara" 34.20598 68.67839 0 406 "Chak" 4 "Wardak" 68.67839 34.20598
"2532" "AF040802566" "Alasang (1)" 34.20669 68.74503 0 408 "Nirkh" 4 "Wardak" 68.74503 34.20669
"2533" "AF040802567" "Alasang (2)" 34.21489 68.76178 0 408 "Nirkh" 4 "Wardak" 68.76178 34.21489
"2534" "AF040802568" "Baghak" 34.22139 68.76978 0 408 "Nirkh" 4 "Wardak" 68.76978 34.22139
"2535" "AF040502569" "Safid Dewar" 34.12819 68.23898 0 405 "Day Mirdad" 4 "Wardak" 68.23898 34.12819
"2536" "AF040502570" "Qole Zangi" 34.12299 68.23028 0 405 "Day Mirdad" 4 "Wardak" 68.23028 34.12299
"2537" "AF040602571" "Shinya" 33.95299 68.19478 0 406 "Chak" 4 "Wardak" 68.19478 33.95299
"2538" "AF060402572" "Kushi Barik" 33.97419 68.13299 0 604 "Nawur" 6 "Ghazni" 68.13299 33.97419
"2539" "AF040602573" "Dahane Say" 33.95438 68.18803 0 406 "Chak" 4 "Wardak" 68.18803 33.95438
"2540" "AF040602574" "Kodul" 33.95879 68.19328 0 406 "Chak" 4 "Wardak" 68.19328 33.95879
"2541" "AF060402575" "Kuz Foladay" 34.08648 68.14029 0 604 "Nawur" 6 "Ghazni" 68.14029 34.08648
"2542" "AF060402576" "Bar Foladay" 34.08368 68.12798 0 604 "Nawur" 6 "Ghazni" 68.12798 34.08368
"2543" "AF060402577" "Gadagak" 34.07518 68.18128 0 604 "Nawur" 6 "Ghazni" 68.18128 34.07518
"2544" "AF060402578" "Ternawa" 34.08208 68.16248 0 604 "Nawur" 6 "Ghazni" 68.16248 34.08208
"2545" "AF040602579" "Bereshchenjoy" 34.04528 68.22388 0 406 "Chak" 4 "Wardak" 68.22388 34.04528
"2546" "AF040602580" "Ocha" 33.98738 68.20599 0 406 "Chak" 4 "Wardak" 68.20599 33.98738
"2547" "AF040602581" "Nawer Joy" 33.97248 68.19558 0 406 "Chak" 4 "Wardak" 68.19558 33.97248
"2548" "AF040602582" "Sangshanda" 33.99489 68.21159 0 406 "Chak" 4 "Wardak" 68.21159 33.99489
"2549" "AF040602583" "Asyab" 34.02228 68.22349 0 406 "Chak" 4 "Wardak" 68.22349 34.02228
"2550" "AF040502584" "Uzbaki" 34.09209 68.21188 0 405 "Day Mirdad" 4 "Wardak" 68.21188 34.09209
"2551" "AF040602585" "Chahardewar" 34.06149 68.20748 0 406 "Chak" 4 "Wardak" 68.20748 34.06149
"2552" "AF040602586" "Khushqol" 34.05498 68.20189 0 406 "Chak" 4 "Wardak" 68.20189 34.05498
"2553" "AF040502587" "Kota" 34.07989 68.20998 0 405 "Day Mirdad" 4 "Wardak" 68.20998 34.07989
"2554" "AF040502588" "Kodi (2)" 34.09809 68.21938 0 405 "Day Mirdad" 4 "Wardak" 68.21938 34.09809
"2555" "AF040502589" "Shahmansur" 34.07598 68.21378 0 405 "Day Mirdad" 4 "Wardak" 68.21378 34.07598
"2556" "AF040502590" "Shahqadam" 34.10928 68.21839 0 405 "Day Mirdad" 4 "Wardak" 68.21839 34.10928
"2557" "AF040502591" "Para Kala" 34.11439 68.22578 0 405 "Day Mirdad" 4 "Wardak" 68.22578 34.11439
"2558" "AF040402592" "Qal'a-i Doroz" 34.31449 68.09648 0 404 "Markazi Bihsud" 4 "Wardak" 68.09648 34.31449
"2559" "AF040402593" "Dopushta" 34.30379 68.06419 0 404 "Markazi Bihsud" 4 "Wardak" 68.06419 34.30379
"2560" "AF040402594" "Shekhqal'a" 34.27149 68.03038 0 404 "Markazi Bihsud" 4 "Wardak" 68.03038 34.27149
"2561" "AF040402595" "Kuhnaqal'a" 34.26318 68.01798 0 404 "Markazi Bihsud" 4 "Wardak" 68.01798 34.26318
"2562" "AF040402596" "Gedargu (1)" 34.26113 67.99654 0 404 "Markazi Bihsud" 4 "Wardak" 67.99654 34.26113
"2563" "AF040402597" "Mirhazar" 34.24789 68.00958 0 404 "Markazi Bihsud" 4 "Wardak" 68.00958 34.24789
"2564" "AF040402598" "Dahane Bum" 34.25729 68.01279 0 404 "Markazi Bihsud" 4 "Wardak" 68.01279 34.25729
"2565" "AF040402599" "Qal'a-i Pukhta" 34.26009 68.01859 0 404 "Markazi Bihsud" 4 "Wardak" 68.01859 34.26009
"2566" "AF040402600" "Zard Sang" 34.29672 67.99854 0 404 "Markazi Bihsud" 4 "Wardak" 67.99854 34.29672
"2567" "AF040402601" "Ghowchi" 34.26625 67.99512 0 404 "Markazi Bihsud" 4 "Wardak" 67.99512 34.26625
"2568" "AF040402602" "kataqal'a (1)" 34.26508 68.02728 0 404 "Markazi Bihsud" 4 "Wardak" 68.02728 34.26508
"2569" "AF040402603" "Nawqal'a (3)" 34.26549 68.02158 0 404 "Markazi Bihsud" 4 "Wardak" 68.02158 34.26549
"2570" "AF040402604" "Ghujurak" 34.26728 68.06329 0 404 "Markazi Bihsud" 4 "Wardak" 68.06329 34.26728
"2571" "AF040402605" "Syahkecha" 34.26321 68.05846 0 404 "Markazi Bihsud" 4 "Wardak" 68.05846 34.26321
"2572" "AF040402606" "Surkhqal'a" 34.29488 68.06168 0 404 "Markazi Bihsud" 4 "Wardak" 68.06168 34.29488
