"GEOCODE" "NAME" "LAT" "LON" "TYPE" "DIST_ID" "DIST_NAM" "PROV_ID" "PROV_NAM" "coords.x1" "coords.x2"
"20057" "AF230220107" "Tajek-ha" 31.6645 64.43709 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.43709 31.6645
"20058" "AF230220108" "Takhtyan" 31.80774 64.56908 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.56908 31.80774
"20059" "AF230220109" "Hesa-i-Tank" 31.82199 64.56459 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.56459 31.82199
"20060" "AF230220110" "Lalagul Kor" 31.72819 64.42759 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.42759 31.72819
"20061" "AF230120111" "Khoshdel Kalay" 31.67849 64.37659 0 2301 "Lashkar Gah" 23 "Hilmand" 64.37659 31.67849
"20062" "AF230120112" "Jamal Kalay" 31.67449 64.37379 0 2301 "Lashkar Gah" 23 "Hilmand" 64.37379 31.67449
"20063" "AF230120113" "Charbagh (Chaharbagh)" 31.6911 64.37359 0 2301 "Lashkar Gah" 23 "Hilmand" 64.37359 31.6911
"20064" "AF230120114" "Abdul Aziz Kalay" 31.68289 64.36819 0 2301 "Lashkar Gah" 23 "Hilmand" 64.36819 31.68289
"20065" "AF230220115" "Panjaw" 31.685 64.40689 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.40689 31.685
"20066" "AF230220116" "Esizu Kalay" 31.6954 64.38979 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.38979 31.6954
"20067" "AF230220117" "Khalifa Anwar Kor" 31.69859 64.39739 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.39739 31.69859
"20068" "AF230220118" "Lakhshak Kalay (Parchaw Kalay)" 31.73939 64.37099 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.37099 31.73939
"20069" "AF230820119" "Arab Kalay" 31.71869 64.3513 0 2308 "Nad Ali" 23 "Hilmand" 64.3513 31.71869
"20070" "AF230820120" "Sarbande Shamalan Kalay" 31.73394 64.34282 0 2308 "Nad Ali" 23 "Hilmand" 64.34282 31.73394
"20071" "AF230820121" "Aqajan Kalay" 31.72749 64.35129 0 2308 "Nad Ali" 23 "Hilmand" 64.35129 31.72749
"20072" "AF230220122" "Khodayrahm" 31.71389 64.41599 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.41599 31.71389
"20073" "AF230220123" "Amin Kalay" 31.7068 64.39269 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.39269 31.7068
"20074" "AF230220124" "Amanullah Kalay" 31.7029 64.38919 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.38919 31.7029
"20075" "AF230220125" "Gharbi Mohammad Omar Kalay" 31.71099 64.3893 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.3893 31.71099
"20076" "AF230220126" "Wazir Kalay" 31.70959 64.4035 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.4035 31.70959
"20077" "AF230220127" "Mohammad Akbar Khazanadar Kala" 31.73529 64.39939 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.39939 31.73529
"20078" "AF230220128" "Khwaja Ghaltan" 31.7203 64.394 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.394 31.7203
"20079" "AF230220129" "Surgulkhan Kalay" 31.7169 64.378 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.378 31.7169
"20080" "AF230220130" "Kul Ekhtyar" 31.72519 64.39529 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.39529 31.72519
"20081" "AF230220131" "Bahloi Kalay" 31.7193 64.40769 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.40769 31.7193
"20082" "AF230220132" "Khalifa Taj Kalay" 31.71779 64.42089 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.42089 31.71779
"20083" "AF230220133" "Mohammad Nur Kalay" 31.7234 64.42319 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.42319 31.7234
"20084" "AF230220134" "Anizo Kalay" 31.76099 64.49579 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.49579 31.76099
"20085" "AF230220135" "Hajijamal Kalay" 31.74769 64.48509 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.48509 31.74769
"20086" "AF230220136" "Hajimirzakhan Kalay" 31.7328 64.47039 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.47039 31.7328
"20087" "AF230220137" "Mohammadjan Kalay" 31.69769 64.44409 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.44409 31.69769
"20088" "AF230220138" "Jamal kor" 31.72889 64.45459 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.45459 31.72889
"20089" "AF230220139" "Khalifa Shirin Kor" 31.74209 64.44629 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.44629 31.74209
"20090" "AF230220140" "Sharqi Mohammad Omar Kalay" 31.73519 64.4407 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.4407 31.73519
"20091" "AF230220141" "Khayrmohammad Kalay" 31.74379 64.473 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.473 31.74379
"20092" "AF230220142" "Gholamdastagir Kalay" 31.7562 64.46229 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.46229 31.7562
"20093" "AF230220143" "Hajitorkhan Kalay(Take Heratiha Kala" 31.70979 64.5603 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5603 31.70979
"20094" "AF230220144" "Kakaran (2)" 31.70369 64.52579 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.52579 31.70369
"20095" "AF230220145" "Girishk" 31.82004 64.57052 1 2302 "Nahri Sarraj" 23 "Hilmand" 64.57052 31.82004
"20096" "AF230220146" "Wardak-ha(Fadzel Tak)" 31.70879 64.5425 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5425 31.70879
"20097" "AF230220147" "Salojan Kalay" 31.75679 64.49479 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.49479 31.75679
"20098" "AF230220148" "Wakil'Abdullahkan Kalay" 31.7233 64.54289 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.54289 31.7233
"20099" "AF230220149" "Baizai" 31.78675 64.51835 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.51835 31.78675
"20100" "AF230220150" "Akhund" 31.77499 64.49 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.49 31.77499
"20101" "AF230220151" "Samazi" 31.76379 64.47729 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.47729 31.76379
"20102" "AF230220152" "Nikehzi" 31.77119 64.47559 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.47559 31.77119
"20103" "AF230220153" "Mastzi" 31.7661 64.4978 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.4978 31.7661
"20104" "AF230220154" "Haji Faydzmohammadkhan Kalay" 31.77329 64.5059 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5059 31.77329
"20105" "AF230220155" "Ghundey" 31.77169 64.50979 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.50979 31.77169
"20106" "AF230220156" "Abdurrashid Karez" 31.80239 64.49969 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.49969 31.80239
"20107" "AF230220157" "Mullah Rahmat" 31.78209 64.4981 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.4981 31.78209
"20108" "AF230220158" "Shoragaz" 31.78129 64.50649 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.50649 31.78129
"20109" "AF230220159" "Saidan (1)" 31.79477 64.54374 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.54374 31.79477
"20110" "AF230220160" "Sartakht" 31.79189 64.52959 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.52959 31.79189
"20111" "AF230220161" "Faqir Payan Kalay" 31.7645 64.5244 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5244 31.7645
"20112" "AF230220162" "Senderzai" 31.7867 64.53689 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.53689 31.7867
"20113" "AF230220163" "Charkhandaz" 31.79983 64.55058 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.55058 31.79983
"20114" "AF230220164" "Gumbad" 31.80042 64.53783 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.53783 31.80042
"20115" "AF230220165" "Hazaragan" 31.80209 64.54659 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.54659 31.80209
"20116" "AF230220166" "Tajdare Wali" 31.802 64.56339 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.56339 31.802
"20117" "AF230220167" "Deh Mazang" 31.8093 64.55589 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.55589 31.8093
"20118" "AF230220168" "Langar Shah" 31.8102 64.5683 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5683 31.8102
"20119" "AF231320169" "De Khakesh Karez" 32.00643 64.83466 0 2313 "Sangin" 23 "Hilmand" 64.83466 32.00643
"20120" "AF230220170" "Khogyani Mirmandaw" 31.8689 64.71309 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.71309 31.8689
"20121" "AF230220171" "Yakhcha" 31.78855 64.68008 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.68008 31.78855
"20122" "AF230220172" "Qaazi Mohammad Akhundzadah" 31.71569 64.6586 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6586 31.71569
"20123" "AF230220173" "Tale Zaher" 31.7023 64.60679 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.60679 31.7023
"20124" "AF230220174" "De Table Tak" 31.69709 64.6376 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6376 31.69709
"20125" "AF230220175" "Abbazha-i-Nahre Saraj" 31.71779 64.5992 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5992 31.71779
"20126" "AF230220176" "Dalakan" 31.71619 64.58699 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.58699 31.71619
"20127" "AF230220177" "Kharotan(Hindu Kala)" 31.72443 64.57558 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.57558 31.72443
"20128" "AF230220178" "De Table Safian" 31.71759 64.63149 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.63149 31.71759
"20129" "AF230220179" "Daktar Jay" 31.72049 64.6134 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6134 31.72049
"20130" "AF230220180" "Pasab" 31.72329 64.64189 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.64189 31.72329
"20131" "AF230220181" "Janmohammad Shakh" 31.7432 64.69779 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.69779 31.7432
"20132" "AF230220182" "De Daraban Sar" 31.73839 64.6769 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6769 31.73839
"20133" "AF230220183" "Alokozi" 31.70359 64.66779 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.66779 31.70359
"20134" "AF230220184" "Sur Shakh" 31.71869 64.67329 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.67329 31.71869
"20135" "AF230220185" "Gawband" 31.724 64.6971 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6971 31.724
"20136" "AF230220186" "Khodayrahm Shakh" 31.7377 64.6987 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6987 31.7377
"20137" "AF230220187" "Khodaydad Shakn" 31.7496 64.6954 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6954 31.7496
"20138" "AF230220188" "Mulla Gulmohammd Shakh" 31.7543 64.68359 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.68359 31.7543
"20139" "AF230220189" "Shadikhan Shakh" 31.754 64.6936 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6936 31.754
"20140" "AF230220190" "Mohammad Anwar Shakh" 31.7831 64.68979 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.68979 31.7831
"20141" "AF230220191" "Mohammad Afdzal Shakh" 31.76379 64.69979 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.69979 31.76379
"20142" "AF230220192" "Balochan" 31.7521 64.7113 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.7113 31.7521
"20143" "AF230220193" "Naser Kalay" 31.75931 64.71127 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.71127 31.75931
"20144" "AF230220194" "Safian" 31.78195 64.70343 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.70343 31.78195
"20145" "AF230220195" "Saidan (2)" 31.82389 64.63409 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.63409 31.82389
"20146" "AF230220196" "Mohammadza'i" 31.81988 64.57462 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.57462 31.81988
"20147" "AF230220197" "Janubi Nurzai" 31.7975 64.59333 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.59333 31.7975
"20148" "AF230220198" "Mirzayan" 31.80739 64.57517 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.57517 31.80739
"20149" "AF230220199" "Sa'idane Sayd" 31.80622 64.57304 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.57304 31.80622
"20150" "AF230220200" "Lwar Saidan" 31.8154 64.5831 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5831 31.8154
"20151" "AF230220201" "Dagian" 31.80949 64.61349 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.61349 31.80949
"20152" "AF230220202" "Shamali Nurza'i" 31.8173 64.59629 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.59629 31.8173
"20153" "AF230220203" "Mohammadkarim Kalay" 31.81759 64.6208 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6208 31.81759
"20154" "AF230220204" "Shahre Kuhna" 31.83229 64.5998 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5998 31.83229
"20155" "AF230220205" "Tajekan" 31.82243 64.57968 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.57968 31.82243
"20156" "AF230220206" "Sarwarjan Kalay" 31.82601 64.57605 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.57605 31.82601
"20157" "AF230220207" "Dehe Adam Khan" 31.82788 64.58977 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.58977 31.82788
"20158" "AF230220208" "Samadkhan Kalay" 31.83819 64.6143 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6143 31.83819
"20159" "AF230220209" "Sardar Ne'matullahkhan Jay" 31.8249 64.60479 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.60479 31.8249
"20160" "AF230220210" "Abdullah Kor" 31.8458 64.60569 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.60569 31.8458
"20161" "AF230220211" "Sangcal" 31.8394 64.63149 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.63149 31.8394
"20162" "AF230220212" "Habibullah Kalay" 31.84369 64.62119 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.62119 31.84369
"20163" "AF230220213" "Barekzai Kalay" 31.8528 64.64069 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.64069 31.8528
"20164" "AF230220214" "Kakaran (1)" 31.84529 64.6444 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6444 31.84529
"20165" "AF230220215" "Giman" 31.82319 64.63669 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.63669 31.82319
"20166" "AF230220216" "Pasaw" 31.8375 64.702 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.702 31.8375
"20167" "AF230220217" "Zumbelay" 31.82399 64.69059 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.69059 31.82399
"20168" "AF230220218" "Qader Kalay" 31.84779 64.68089 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.68089 31.84779
"20169" "AF230220219" "Zamboli" 31.84759 64.7063 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.7063 31.84759
"20170" "AF230220220" "Mohammadgul Jalatkhan Kor" 31.8762 64.66689 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.66689 31.8762
"20171" "AF230220221" "Mulla Abdur Rahim Kala" 31.86639 64.66059 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.66059 31.86639
"20172" "AF230220222" "Adinzai" 31.8632 64.66699 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.66699 31.8632
"20173" "AF230220223" "Mawladad Kor" 31.87259 64.66369 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.66369 31.87259
"20174" "AF230220224" "Tor" 31.8686 64.679 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.679 31.8686
"20175" "AF230220225" "Haji Bahadur" 31.8601 64.69559 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.69559 31.8601
"20176" "AF230220226" "Khwaja Morad" 31.87549 64.69329 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.69329 31.87549
"20177" "AF230220227" "Katmutyan" 31.88009 64.6983 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.6983 31.88009
"20178" "AF230220228" "Haji Mir Afdzal Kalay" 31.88726 64.8121 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.8121 31.88726
"20179" "AF230220229" "Tale Gawmeshi (1)" 31.87839 64.783 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.783 31.87839
"20180" "AF230220230" "Mirmandaw" 31.87679 64.73859 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.73859 31.87679
"20181" "AF230220231" "Tora Shah Ghundey" 31.8838 64.7783 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.7783 31.8838
"20182" "AF230220232" "Bano Kalay" 31.92981 64.81413 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.81413 31.92981
"20183" "AF230220233" "Tamba" 31.9293 64.7729 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.7729 31.9293
"20184" "AF230220234" "Haydarabad" 31.89887 64.74265 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.74265 31.89887
"20185" "AF230220235" "Haji Sayed Mohammad Kalay" 31.8954 64.72079 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.72079 31.8954
"20186" "AF230220236" "Shorakyan" 31.91288 64.72964 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.72964 31.91288
"20187" "AF230220237" "Kakar" 31.8889 64.7669 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.7669 31.8889
"20188" "AF230220238" "Tale Gawmeshi (2)" 31.9039 64.77219 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.77219 31.9039
"20189" "AF230220239" "Dab" 31.8982 64.81419 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.81419 31.8982
"20190" "AF230220240" "Qaleh-ye Gaz" 32.0033 64.7855 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.7855 32.0033
"20191" "AF230220241" "Kunjak" 31.94894 64.78229 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.78229 31.94894
"20192" "AF230220242" "Sartakh" 31.96829 64.77329 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.77329 31.96829
"20193" "AF230220243" "Amanullah Karez" 31.97569 64.81099 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.81099 31.97569
"20194" "AF230220244" "China" 31.9641 64.79829 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.79829 31.9641
"20195" "AF230220245" "Torma" 31.9808 64.80139 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.80139 31.9808
"20196" "AF230220246" "Khomari" 31.99414 64.80774 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.80774 31.99414
"20197" "AF231320247" "Awghani" 31.9563 64.87756 0 2313 "Sangin" 23 "Hilmand" 64.87756 31.9563
"20198" "AF231320248" "Surkhabad" 31.97788 64.86395 0 2313 "Sangin" 23 "Hilmand" 64.86395 31.97788
"20199" "AF230220249" "Lund Karez" 32.01151 64.76707 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.76707 32.01151
"20200" "AF230220250" "Kareze Kuka" 32.04386 64.8028 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.8028 32.04386
"20201" "AF230220251" "Karezay" 32.03325 64.80464 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.80464 32.03325
"20202" "AF231320252" "Pan Kelah Janubi" 32.02478 64.82424 0 2313 "Sangin" 23 "Hilmand" 64.82424 32.02478
"20203" "AF230220253" "Abbazha-i-Helmand" 31.7898 64.5631 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.5631 31.7898
"20204" "AF230220254" "Hosayni Tak" 31.69091 64.56731 0 2302 "Nahri Sarraj" 23 "Hilmand" 64.56731 31.69091
"20205" "AF231320255" "Sarpuza" 32.19791 64.98556 0 2313 "Sangin" 23 "Hilmand" 64.98556 32.19791
"20206" "AF231320256" "Aghlegh" 31.9789 64.89429 0 2313 "Sangin" 23 "Hilmand" 64.89429 31.9789
"20207" "AF231320257" "Kang" 32.16627 64.95911 0 2313 "Sangin" 23 "Hilmand" 64.95911 32.16627
"20208" "AF231320258" "Mazak" 32.10135 64.87828 0 2313 "Sangin" 23 "Hilmand" 64.87828 32.10135
"20209" "AF231320259" "Paygharakay" 32.08191 64.86512 0 2313 "Sangin" 23 "Hilmand" 64.86512 32.08191
"20210" "AF231320260" "De Abdullah Kl" 32.05421 64.83491 0 2313 "Sangin" 23 "Hilmand" 64.83491 32.05421
"20211" "AF231320261" "Myanroday" 32.04282 64.82557 0 2313 "Sangin" 23 "Hilmand" 64.82557 32.04282
"20212" "AF231320262" "Za'farani" 32.06488 64.83308 0 2313 "Sangin" 23 "Hilmand" 64.83308 32.06488
"20213" "AF231320263" "China" 32.05352 64.8415 0 2313 "Sangin" 23 "Hilmand" 64.8415 32.05352
"20214" "AF231320264" "Pan Kela Shamali" 32.04459 64.83888 0 2313 "Sangin" 23 "Hilmand" 64.83888 32.04459
"20215" "AF231320265" "De Shadi Khan Jomat" 32.04728 64.84062 0 2313 "Sangin" 23 "Hilmand" 64.84062 32.04728
"20216" "AF231320266" "Sangin" 32.07264 64.83084 1 2313 "Sangin" 23 "Hilmand" 64.83084 32.07264
"20217" "AF231320267" "Ahamad Za'i" 32.05966 64.84471 0 2313 "Sangin" 23 "Hilmand" 64.84471 32.05966
"20218" "AF231320268" "Chughak" 32.0909 64.85599 0 2313 "Sangin" 23 "Hilmand" 64.85599 32.0909
"20219" "AF231320269" "Sargharakay" 32.08701 64.87218 0 2313 "Sangin" 23 "Hilmand" 64.87218 32.08701
"20220" "AF231320270" "Dubay (Gerday)" 32.09437 64.85644 0 2313 "Sangin" 23 "Hilmand" 64.85644 32.09437
"20221" "AF231320271" "Myan Roday" 32.11992 64.8905 0 2313 "Sangin" 23 "Hilmand" 64.8905 32.11992
"20222" "AF231320272" "De Toro Obo Kalay" 32.11262 64.89455 0 2313 "Sangin" 23 "Hilmand" 64.89455 32.11262
"20223" "AF231320273" "Joshyalay" 32.10846 64.89211 0 2313 "Sangin" 23 "Hilmand" 64.89211 32.10846
"20224" "AF231320274" "De Yahya Karez" 32.06855 64.91548 0 2313 "Sangin" 23 "Hilmand" 64.91548 32.06855
"20225" "AF231320275" "Zard Regay" 32.05954 64.93005 0 2313 "Sangin" 23 "Hilmand" 64.93005 32.05954
"20226" "AF231320276" "Chake" 32.11741 64.92625 0 2313 "Sangin" 23 "Hilmand" 64.92625 32.11741
"20227" "AF231320277" "Ferozay" 32.13757 64.92789 0 2313 "Sangin" 23 "Hilmand" 64.92789 32.13757
"20228" "AF231320278" "Nokorzay" 32.13215 64.92653 0 2313 "Sangin" 23 "Hilmand" 64.92653 32.13215
"20229" "AF231320279" "Ghurghoti Baba" 32.13041 64.89511 0 2313 "Sangin" 23 "Hilmand" 64.89511 32.13041
"20230" "AF231320280" "Kotayzay" 32.12606 64.92433 0 2313 "Sangin" 23 "Hilmand" 64.92433 32.12606
"20231" "AF231320281" "Jugh Landak" 32.1295 64.9185 0 2313 "Sangin" 23 "Hilmand" 64.9185 32.1295
"20232" "AF231320282" "De Engar Jangal" 32.13886 64.90614 0 2313 "Sangin" 23 "Hilmand" 64.90614 32.13886
"20233" "AF231320283" "Nim Sher" 32.14546 64.92164 0 2313 "Sangin" 23 "Hilmand" 64.92164 32.14546
"20234" "AF231320284" "Baluzay" 32.14902 64.94135 0 2313 "Sangin" 23 "Hilmand" 64.94135 32.14902
"20235" "AF231320285" "Kshatta Malazay" 32.14041 64.94344 0 2313 "Sangin" 23 "Hilmand" 64.94344 32.14041
"20236" "AF231320286" "Potay" 32.1573 64.95248 0 2313 "Sangin" 23 "Hilmand" 64.95248 32.1573
"20237" "AF231320287" "Kaj Gerd" 32.1618 64.96185 0 2313 "Sangin" 23 "Hilmand" 64.96185 32.1618
"20238" "AF231320288" "Saykh Mohammadyan" 32.18757 64.96982 0 2313 "Sangin" 23 "Hilmand" 64.96982 32.18757
"20239" "AF231320289" "Lwar Malazi" 32.17645 64.97511 0 2313 "Sangin" 23 "Hilmand" 64.97511 32.17645
"20240" "AF231320290" "Barekza'i" 32.19316 64.96935 0 2313 "Sangin" 23 "Hilmand" 64.96935 32.19316
"20241" "AF231320291" "Banoza'i" 32.19205 64.98382 0 2313 "Sangin" 23 "Hilmand" 64.98382 32.19205
"20242" "AF231320292" "Bostanza'i" 32.22332 64.99783 0 2313 "Sangin" 23 "Hilmand" 64.99783 32.22332
"20243" "AF231320293" "Cardeh" 32.21163 64.99577 0 2313 "Sangin" 23 "Hilmand" 64.99577 32.21163
"20244" "AF231320294" "Chaydar" 32.18329 65.05979 0 2313 "Sangin" 23 "Hilmand" 65.05979 32.18329
"20245" "AF230320295" "Garmab" 32.24409 65.00919 0 2303 "Kajaki" 23 "Hilmand" 65.00919 32.24409
"20246" "AF231320296" "Bostan Zay" 32.23529 65.00949 0 2313 "Sangin" 23 "Hilmand" 65.00949 32.23529
"20247" "AF231320297" "Tughay" 32.09231 64.86068 0 2313 "Sangin" 23 "Hilmand" 64.86068 32.09231
"20248" "AF231320298" "Regay" 32.11708 64.91406 0 2313 "Sangin" 23 "Hilmand" 64.91406 32.11708
"20249" "AF230420299" "Yatimchay" 32.29613 64.79575 0 2304 "Musa Qala" 23 "Hilmand" 64.79575 32.29613
"20250" "AF230420300" "Shaban" 32.12571 64.80113 0 2304 "Musa Qala" 23 "Hilmand" 64.80113 32.12571
"20251" "AF230420301" "Samand Chay" 32.13616 64.78097 0 2304 "Musa Qala" 23 "Hilmand" 64.78097 32.13616
"20252" "AF230420302" "Kherwaray" 32.19458 64.72947 0 2304 "Musa Qala" 23 "Hilmand" 64.72947 32.19458
"20253" "AF230420303" "Juz Ghoray" 32.2108 64.71687 0 2304 "Musa Qala" 23 "Hilmand" 64.71687 32.2108
"20254" "AF230420304" "Abdur Rahman Karez" 32.17739 64.7236 0 2304 "Musa Qala" 23 "Hilmand" 64.7236 32.17739
"20255" "AF230420305" "Lashkarak" 32.23709 64.68411 0 2304 "Musa Qala" 23 "Hilmand" 64.68411 32.23709
"20256" "AF230420306" "Dabak" 32.24992 64.67007 0 2304 "Musa Qala" 23 "Hilmand" 64.67007 32.24992
"20257" "AF230420307" "Shir Ghazay" 32.2328 64.69789 0 2304 "Musa Qala" 23 "Hilmand" 64.69789 32.2328
"20258" "AF230420308" "Curjat" 32.24713 64.70877 0 2304 "Musa Qala" 23 "Hilmand" 64.70877 32.24713
"20259" "AF230420309" "Sharageh" 32.23872 64.79708 0 2304 "Musa Qala" 23 "Hilmand" 64.79708 32.23872
"20260" "AF230420310" "Karez Isa Khan" 32.16185 64.77061 0 2304 "Musa Qala" 23 "Hilmand" 64.77061 32.16185
"20261" "AF230420311" "Sultan Robat" 32.16246 64.75639 0 2304 "Musa Qala" 23 "Hilmand" 64.75639 32.16246
"20262" "AF230420312" "Karez Gholam" 32.19938 64.76723 0 2304 "Musa Qala" 23 "Hilmand" 64.76723 32.19938
